id,popularity,followers.total
2YMLbeMpWFmuLZ3hsoz03X,29,19
46LYOG1uT13ErylBBXUYkh,27,706
05dGdORITq180948vnApl9,13,1783
31wd9slA3HCqonzlytNWDL,0,0
7jmreBCttFlNSGCz9A2xNh,23,707
2QV4Tj8KPC7KocfsUWjSlv,18,128
2PfBzriIMRsCXPDtSy9vg8,58,275775
6xk6F2Ixz6Ljlxnt1FlMLU,22,385
7s2VdSlsOjIesOjjC2Ty0Q,31,3705
4YpfWPZzAi3GZbyH0jGoL5,8,28
5nFFSwxKDNlZyHEYl48YTd,46,2687
4UqXejsLj7uwZmzQ9vkmg8,49,36359
3qdu3XhzSzkRhbwdFKnSuw,55,931279
02gJ8FjIC3Jx3nVbFrSVd5,19,16
7yB2bLPVo9PoqeN9c1T6UN,33,89251
6jgrgDBt1SbtNbc25sLaTH,41,33662
6olWbKW2VLhFCHfOi0iEDb,51,114926
5Z9qngchKqgV7wEP7A53gL,22,137
2a9I0BKX0ldqknmeZW0Css,21,1968
6xqLRWYTrs9EBdc091Y209,15,238
38ODAyQq6fM934Xv9vCjoX,40,242
1PugRwcQ0OZCWKpwDv7qW7,39,1898
5VkemxUDiz46ZHPdvh0LX0,59,184973
5PYTMYmvbQl9RloSTPOoJc,19,467
2DOrhe8H1WfcD6PPkgJH8X,37,4655
5A3S65hDDjZ2J4t9LqOwtP,33,4995
4x2E9oO3JL0LUIDTX1F8pq,43,49362
5FsMBpsPFTzURDjb2T3ane,43,1300
7I0aZDVF624WWnFTBR2AyL,37,74
2dPFoK6OYpLxqAJaHjGTYR,34,12340
2ZjWbNQAjL74Pf4aqikIz2,66,1227270
7roOHVUjZASn8tsyBoyn7C,33,1391
5IeX5xsHuxnHyE52VxSgYL,20,37
3Ja7scsEKASyMdvYU0K8uu,0,8
1PU4kQGbRVMSyvawEYEjFp,60,20968
1I74GELlem5XmPTKYIdb3i,52,90907
1s6bWATuy6Z852EN5OnwZK,44,1245
2NdeV5rLm47xAvogXrYhJX,74,5508489
6ZjFtWeHP9XN7FeKSUe80S,74,389886
2eWNNDkB5lFCMTsEStMTfe,12,21
0VZrPa7mWAYXH4CwmYk8Km,73,1960640
1Hz3i4ay5jruI0mVom8UDI,0,3
2bPh6UXbS7wZ7tyN35kFEG,46,6784
5V7e3uNDiA5GvsKX548w6M,26,122
2hpvX1nsGt5B6NvDFYqwhI,23,873
0VVDIGAuCuugsbpy7KcA3s,25,91
6rHbDs7t1huk9mjLys6ojy,51,238
3KV3p5EY4AvKxOlhGHORLg,81,5541461
0UZq6vAHrwGgctvxTzzxYm,52,206942
7MzHPIXAqIOCnvK0sVY72W,72,1410570
7CgMLbkDNX2GegKzzekbXr,33,10787
3og6e24muubWOaYriWZsPc,33,723
0daugAjUgbJSqdlyYNwIbT,70,394796
3JulkplgHB7wH47e72hlzh,0,590
35HU1GT1q797EwZsP8uduO,45,438475
1u6AXgo5qmg0tfY8rDP18Z,54,47891
41877PhhqIZV5vhBKc73XP,29,1056
1BLAGKPN4MiBIaSVQLvZaD,17,82
4ahc2CruzpkUnfIELOPI7E,35,56
3LTXHU3DhiYzGIgF2PP8Q8,46,131406
3b5bg1k6N9u31OtzSfK2dP,62,701278
4c29UldvyWU7vZpIlAkpjX,46,2899
1Xsc9W40JwWXHxlsym2Vpn,34,1659
053tL050frPJyo9lPXTUFb,53,21088
52WyK89jMCAFcNVLKjREFM,35,14311
4ofCBoyEiGSePFAG500xev,76,170097
3o7aFoRens3q0PemGHwM6X,40,811
3Et3pMSYx6EQqSwadO4t3j,26,28
1QZuAtDYNrk2QMogJulsyq,59,198674
6RrS30NZDP1XqAoIXoPXw8,31,2852
2eRNMtoi82UZUuaL6naDjA,63,431780
0HS00NN7MAfF59aJnfcxSO,62,495713
4h5zTnUibCdGWia43hOo5y,49,240552
7JakF2goMNm8nWohoZMu62,50,34174
0hCxKjxF3MkcWpTfzmQCxo,0,0
4391zvuuIvVziLtsvq13Cu,47,122962
4XWaILHqySwH1y6LhlYcsb,68,312495
6B7tHfJGL5rnIxNQLN8Hp0,45,7792
1AL2GKpmRrKXkYIcASuRFa,79,10531526
5YVmpiMiirV1lMezl9SDpD,8,35
190Gn9fb7BrM2SkSjQAg0n,0,0
1FCJ4zmRfkGUOtY65Jettg,52,23064
7dFDW362s5B1yBAwHmPlnq,33,681
1hAdxhv6qs3y2N5MxTEcQu,28,51
0mzqh0a8OjzngeCmHYUvYb,31,274
3YP7MBWoSfkTwq0pOMj651,55,17493
1hjbx5UIlrNlckDKP4Nzv8,23,115
3krHIfEy37pVe0zjdisDBk,42,5049
4mZSevA0QZtMWxZTGhLw9p,28,8244
0sXNaEi0XSZIEkCAOACaMI,40,6685
1Qj4wPnd5DKW7TXALK7Xfj,55,10578
14T8NkbwXVZgbOvwnuGV89,65,1858581
3Mr0TsHv8DUbDBMEFW2L9T,55,62797
4iPWkK6w5BekqTgXcg8f7L,46,34931
18VQ59noY7aOj59UNMozHp,53,46681
2maZfxC0gHjyTWEqo78VTV,31,5274
1hwKCeSXpLrh4OQND6iQHw,65,712844
7avo0PmlW8O1YLEt9DnWQT,68,200076
5eAWCfyUhZtHHtBdNk56l1,81,7921425
7wN7QBM8EzKCo3PJF9Z5jP,18,2700
58lCCoCMBRBl0xvcTaD4U4,38,4031
4QvI3PrYRXq9A2UbeQAKH6,45,15293
5icAICPWHiBMzTJl7nUPMP,47,65677
2lLqHBjAnD1QyH24pOPoH6,48,39446
4FEOZMbo7XIdGHVrrioAP6,48,4601
7JxLWFNBdTumyLiIrmffKA,23,897
2BF7CnB23HeB0pYjBG2R5p,21,84
0o6ViwBypGcKx0wAphlgXy,22,2355
1DHPAIC12KroWS0mXCK6qf,33,76
2TRxQLDF6LJILYejGuW4Nn,5,3326
4AryWnfos9wgfrPNbQgtQ6,28,37
7pNHj0OSvsGZ3FGZETzPiE,18,445
22e5ZWv7ghjmwQglwZ2I7i,38,6233
2061nJAmY52Z8zAVjGFkTv,50,9300
6z0JR0pFTeC8mTfrRm4iXo,35,6475
1Z7VMoFxsMu5ZbPJBq5zO8,37,6757
0PBXOGA0xgHq709dXGvbP1,42,201451
0DbBBj0ScPumRqKXswGQH1,59,60975
2tHtwM1edk5g3zqMCPOfb6,37,54878
2yTSi3mdA5WTvy90MwsNcb,25,5885
51TXQniEQkYh89tfLjiuSy,65,102754
0kMsIZH3fFyt7toTl92TRX,21,713
17tMDCxssUUhEVWExf8y8N,43,14
48FogxD38C2iW0DYpfIJoC,0,633
3de8fL3wVnfUEtOlGIoFy5,38,850
3rRfC7TqmIAjmSxLcadqe1,37,36158
6w7nHPNj2BIGTEbRrefVyu,51,87559
2R7vhGFMbHpSM0AWj0c68l,0,6
4mb1xtQVGSK5dh8AbtwBiR,58,2192924
6hVfhenDWtc36gNLmWIRG5,55,284785
7KkqUt65v6LMtR369OQ6FB,68,94796
6M0A6t14k0DICSbcYBvyqf,29,8141
30IfmtERHpFts47Ks1g0N7,23,144
5pbBGJlVCUzwmdfd1Q1tEX,53,178975
6QR0aIEAemEigDCKjOVxe0,46,133732
28YhgzqLjCrIQfKHgIQuBc,40,379
3iq9MPsGGVkjVqihYEGoIC,16,251
5tCPpDoXfTKy5yTongtDAT,52,8989
6ONwLtT6vOzlO3pfZNAOMw,54,23378
2EuxycvT7R4nOhdAt3OoyM,48,7558
7xeID771I6LLjmfWzhogMy,0,731
32tt1D2COV5Nzf3UWPveHh,40,17929
3EaScgA3zh2rORlbrAL8RI,54,70332
3miy7pzIYaiUJi4fgXvCgu,44,478
23sbrUszn81gjEtWJk2dgu,52,253
4T83el9VQDI0zOyU9zcYNq,53,706094
3nohf4qILMr5aUSOsolwxB,52,7582
3mv52kRne0G5Las6jClwj0,51,245389
5gdO1cvqTN17AuyLUvC2hD,34,1023
1fV7Au7ymGP3uhDV1TfjSd,51,32057
0LiO8GSrYuUjCWMpM0M28q,43,21176
5NUfpIsi13Kw1jM6SEFIZ4,33,7263
7njiyh2o6c7z3TXKRhS2s1,36,243
48Smhc0ISwYYRSad1uXSns,47,19418
5mZ0Ee8OG1U9c4Wv2FKqvs,44,4378
5KQX0Ui06LVm6PApyicRFK,67,1112242
4heRHTlSE66fwsmlrcuRWk,27,30
3MjlXVCfmLdY9QQ2GCd7iA,47,182630
3IRAzpoLeNDGv7kqwNK3bp,47,192872
4KUVapwQzaChopNKdoTkOP,0,9
5MQx49kWhILP9auFoWuF0i,37,167
3MHaV05u0io8fQbZ2XPtlC,80,6736638
1PyToLP6F2rzV0ZSR71lgl,65,31404
6oW4zCSDSA4RTCwFpatN3k,33,7420
60DyqM3ZxtTK7M5kIFUDbz,33,2902
5Satj77nMnZ5GfN982U7I9,48,28191
4LLpKhyESsyAXpc4laK94U,88,7007921
77AiFEVeAVj2ORpC85QVJs,78,3628731
1vaN9Y8nvNa2bAtBHegx9O,0,4
5W9RX9DoA3MSvQGnoIgs7X,48,468
1XEVu7gdRFfzEFqsPrancH,54,28413
0Zyr9n3JoTl7ws9tOIJqNq,14,1
3WfKNAdqV8gOfEpWj6QOdX,37,1160
4kYoLs6okVQkRPGtrzMgcU,50,192503
6GC33IJFo0PDw5bsazEzpj,42,4424
2KbGxTODNjsDa9DZgpC6rZ,64,77805
5dz42IMRAYRfEn0igXDjoz,47,6422
1vqR17Iv8VFdzure1TAXEq,81,2965990
6WYEyvdqJYDfptrY1ePU7r,35,33849
6eiVM12aC3SP5n0fMg9fqP,59,235014
29Dxrw2EX2El2semJOJojN,32,44886
2QhdFVWTX2oEpTJjYm8iv0,47,78205
3FJIlm09TjZHxhCZh76kNh,25,826
2UED7orH77Ei8kwVG4TNAJ,41,1396
6Jlck8qXRgXVgbAfwF3UuD,46,9647
4V9vRZSqYVOgad1sDuDPHb,52,24981
33eW3ULEPL4p746042gC8b,27,395
4txiOzaUToUzfMuK2Je35r,23,121
0fiWOxhsBsQQvFDtxUQWo0,71,836092
6VoRokuki5Bj7BEB2gZ3BF,35,24067
7cm5iwu932G8LwzcTM0afg,26,579
3rxw3oMAZk2WynRS93e2tX,0,1
6QNkSI0c63lCTNXpHDBiqP,48,9325
5T1jkoAvwvd4ybx9f5VhVp,34,86
0l5oXjUIIGsSoADoEPjFsA,35,1362
01pSsqt7FLdq2SC6UqjER3,38,12105
1lZD9S5G0SyzVM8QgDRv5Q,30,65
2TYOwwe56FMupec8zL8pyC,0,61
11LPmaVCc0NqqKm7x4mDeb,15,71
4F17rjGw3zgtNNSZcg1GnS,18,76
2QV9nKAvrkfPibulRt8Bov,16,1929
0UTkv1GEUZSPIVZwMFGtf3,48,43374
3Gg20zbz8OVW3iahm8uoYo,45,111468
5lTGqFmlTng9jPrs7c2dRA,50,231055
0l04okbBD1BcUIPFj4s2D0,29,24
26a4tbq9f4QZCHArsoQkWn,55,16583
360IAlyVv4PCEVjgyMZrxK,81,3854851
3k4i4K7PicHqnodnYhXsJy,38,4757
0AkCifnu1znnQ5hRJ72uSO,21,10
5iggzY0xY68wNNWXhiPrZz,44,167
08q88xtMhq9a6ZJVAQXGMP,6,346
40sIqI3UYyunS5uyEVILIa,35,1387
4YbA8YM7T2NUh4ixVaW14A,23,1827
0ffoIkovMbaG01Y6U2jyAS,27,13040
79QO0Xmn1dZhvaLicS2Yrs,50,35338
54YXz4FYU4KpSOsg5UN82h,0,22887
6012kczHExxqLw3N9xnEZ4,63,3948
7HkdQ0gt53LP4zmHsL0nap,74,4129909
5s27i7oqhNWIcE4HeoVdq0,75,146673
1R52cwGf75yTf7I3Q0Irf8,57,689863
5l2Xy4aUoJDRSpsYHyOumD,53,294839
1yR65psqiazQpeM79CcGh8,90,22882064
6tAqy9sbi1IOe0DOV9ClZD,15,45
0TImkz4nPqjegtVSMZnMRq,71,2970615
6pJPxDgaE0H343SrASnY9J,58,1146
5AJRsYTgSVuUTT2SbhLLxu,44,22684
5mM9eNte0aWttOiMhPb2dM,59,82341
4SPT95JmsTk2op5bdNCj39,45,6174
72SkQdeqBKSXcmvrRBXpa1,26,733
0hKUUP3J5Dc69cQur3U2nV,62,13009
3m0tK2ilcQE0NkGlbxJ56q,46,42197
0TW5M8RYADmgeCP1q523hf,47,20375
2XKlSkrslCs0egLOvSB4Ul,39,3080
5xOvrnVpLjzfGi69GDlzQY,62,11590
0WHbjg8hVel1R9kq5794HX,43,79788
7HwzlRPa9Ad0I8rK0FPzzK,66,1485220
2gzWmhOZhDN6gXL49JW9qj,58,795381
5ywIxMaX80lDjSzzj7wqto,43,16433
44MG6uiTa2VeYlcy6VKDXe,37,158307
24Sxfn1uAoJmuR9N72drt9,67,172183
0zOZ209J372r0c04wxh7Nc,38,12
2L6UrPU37b4pCVWqURjkEX,31,888
3UN3myTd8RrbDbraxBlzpe,31,7
2H3EMYFS69dhMmrX9JTkZp,50,17263
31Gbv2WFzy6QX0X6DkGiHA,40,1654
1TOyuUHtQJLEmkDQTJL42I,40,6046
79T3rnK6K2YLvriyV5L7BC,24,280
5uIwzjKbKHiTiRCShromkj,34,2680
6eLpNMX3ZygSrUuxAlIWIx,55,133641
7aKUytEL9MS2bjz9F0N2rN,3,14
70c48bioArCGTsN9pH04NT,33,13780
7hwN21Cb3TydnAl2o3iOsE,57,373
5y4vEhbvfvMF7dwkJLbNUg,38,41
7KyaSSJ8uTv7Unev4z2Qc7,51,106763
3JFsVIxOn7STeilPICkkB2,66,1544244
6vHeztszLzqchlxlfUnwAo,40,47335
6P5Tw2kwv3BAa3iONsQe9x,55,238172
4SmIb5onxiijhyC8BilFED,66,6261
0nk8VCkEQRQfvd6xoknxfo,42,2123
4aFRdYZpWEuAIA89aSnv7D,25,6327
1CTvStsvYcGi6FfDHzNg0t,54,375240
011KRXCsnsSuCGsY0Enq5r,38,29247
28xUSGD80Bh3CuLlg0GVqf,36,11119
4iYtGmJwcET4ym55GMp4Zm,46,10505
72EdJx99N3KfA9xrjLqO5c,27,4265
6f4XwCLhMGOaJuQpSjvS1F,19,67
66pTbLwtaCUvT64JA8zXZh,39,2241
0F5UHQlF4zGjLv3XKbfkWS,23,144
5L3JOH0e3PcOrHKVMXrFna,46,58019
6D5yvbvtW8ogLKkNWFsDDv,50,3729
6eDvQfUftd3lGzvKOI5Tal,35,68982
35ig3ZjuqVyGeovLsj4xNm,46,128706
1SQnlbmNbqaecbDy9lm9Cq,7,240
6ak4Dte1ZVVz6iGqv7jTrS,41,3241
0PrinDJ7lWY7cNd8JPr1al,26,2042
3iN9k8uvm4WrgdlOigOH8D,61,27112
4MLK9Hhz7UhxAzU2awoLxk,47,20923
7MTotDfi3oohb0PBdlFsA5,40,14920
1WmcR9CzK9NuKE0vB94PAY,56,6845
40hVyUyiL8MHh9BhvxI6Gr,35,664
6RXNoNfqGTqlCIwAvzo4Xp,49,102914
145zDAbvELoocgZ4bZrSXe,46,17682
28SyrOCvd2Vy1j4Mqosvqr,10,1
4mKXYwZubZTtohXeXQKOU9,45,21
3G7yKd4UOwfie8qJhyrYrJ,0,0
2FBQIV8BJF5SrvXpziFE2M,47,71384
4HSNlnxUGI3Rev92Ja7Ol2,22,967
2paECBjEu5OjvT6tr5KQiL,37,12624
3fUb97KMK2mirr4PQrYKVX,50,16272
0aRewlX10Oc1IbYOw9RX5N,16,72
3heGIV1KV0B4c4MW7H2mey,41,13161
42vpZLi12oBjp8MuFFkirS,48,17053
6SRlOtw0n5GR40B9RsaV6a,33,16384
5NTMa7YJCseQqw70zgF7b5,44,109337
38pvodYmrm7y9PaLdJ32rz,0,2
25ekuoCP29jHKzH4PEGun6,34,5617
4I2QW85rkIhCRRZt1kuBqS,48,18678
7qPLO2XOUaRrRxkvLZ3AEK,68,190437
587WC9AiWHdXXBSOakO3Di,41,30374
6pU1pqpZXzQZIQizJpYv95,50,28988
5zHWEsVHtXWQRxPqwJdUYD,42,675606
6tdM5Njlln7nWkonCppW0u,44,777338
2cQr2KbzdRtIFlfbHGnNsL,60,9625
1pgDilWYDWLoOgGjf1iHNu,76,2749015
3Co9MbLi86tHHtN4f0wNpb,47,72328
4qwGe91Bz9K2T8jXTZ815W,72,2903027
3RPYHNSwe3w0mtfJwKIN9P,59,292554
3b2zi4PtiILG4Iyswyk4LW,51,75984
3WMlRpW5JWuDI95TcEWt3r,68,19237
0bYIAEOrNahTLQkecy5944,46,622
4CVxENcKDp4Siupa5fNknL,0,388
0GH4vb2jkC3AVxMChCp1W7,51,303266
0SiA0xtHw1lnSXRf1S7jjw,47,3634
6dJSbjACzcWuWkOJG2xKsu,0,3
3p3joZ5HLiO7dgBhLgX8SH,5,37
6aAaCzYJZ5b4wKHNq4V9FZ,20,830
6rIaHuCIUu32uj2CjlEBN3,67,59357
7nuTWfojdN0o8d7NGDo71U,53,3822
4Yc8JFIitXc6EHFlvlMElf,27,950
3wkgUQe1MTMFJp6bv3YGcK,36,8114
5aLCSARkIADqbSrMOrunOH,61,1052
34EjMvXuZmPcdnb4b9VA8U,39,3748
5AzZFipQtJEUXeQ3JJzMX4,30,1204
7lXp4ROmwdbOD7Q3P8sHLE,48,32916
5ltK3eeQBgVitzvCh2bJpi,43,2235
67Q5LT98M9ZZabi4a406Q2,31,66
2zrCAcIqROY4WLtgtLzbwh,28,11871
0rdhLalfaliinagdNiFc1x,7,27324
1IAEef07H0fd9aA8aUHUlL,63,916298
13rF01aOogvnkuQXOlgTW8,67,2232967
5CWAUR5x9ZhY0GllobtRFA,0,0
4w2740huf0ewrEyvPYTxZb,10,147
00J1ClMhVEkcMYXWcJmZio,28,1748
5ef7ha77ippshsIdZzGnaN,43,3945
5DHi2MeoRgAwPE0A0qwRMl,83,157182
4gZRt9wlRx1IsxT9glJdrc,54,106275
4URNunA7cWoUw8G11zzjYE,0,36
187qoiisjzqvj3wsBWLotr,52,11373
2XVoz4hoXgQ3C2BTGxl9V2,59,57294
5bZh8YQDUYXGHrkWwjakNF,42,829
6A7jNA1DlUaZPTg51DOyTC,52,27985
2FTm53gPBRcAedc1rIFYn8,53,41220
3LVYHgfHgCTy3QSRt5kKQg,57,6779
1F5luCKmbkRLdxkqPcZJOc,33,10825
1EW6mt8rn15r44uo2SOlPk,33,783
2hCU6EhDEmPjpqe8cAHAcm,44,2181
5fd9qkcJWbNiFtlGGaoVIr,39,7091
33C4AU4c2IauaxKwEqyaEQ,0,94
4nE7fXpTZdUWEKDn8tD4TZ,24,25737
4UTEZqrPqLDOhBfraPNciJ,56,450433
65Sh6fBb85Hm3uLuETK3Ux,36,533
0W0oW3iaBwbtcXqdDrfC6F,57,53260
0701LAQrkY5Il5vt06uNnC,50,104925
5l1vac3RyLQMAPxjhd7t3Z,35,4995
6c861ZMj0onDU8u4vf4tBK,25,285
5pZE9tgrhmIGWAsJZ7YxNK,65,1204460
5wrZ59w1ndSBlPeUj2f6Fs,66,8299
3CLzGEm4DCOh5ouaMm6mZs,51,2497
6WhQEsaJHQVROZIj0LlDtE,19,2127
0PdeZ9VNbhhfQMSpMfZnLi,26,9057
2kbETMr7UfnIrBHxlIPttE,47,2961
1xyGVJFEvENupHZdAkYcHd,48,4394
1sDVuztNhGcetCLChkleDA,62,2943973
1LdNutYy0xoGpKCDCj2k1p,38,4116
4V89HZjdPR4ScAuHLRHJD2,28,212
7MbSdIkdgkwmVxObpCg87e,45,43260
1WjE5McjsFQRWIBx7C5PYb,42,27065
64YajbnlaxCp4ZDtmGhEBA,19,648
2LRoIwlKmHjgvigdNGBHNo,84,1010963
2wC90WSKQd0BvdxJZ0mObr,71,2488125
5IYdZVUNoTLLdhWvGSeYb1,42,374
1UrS5z5uQz4gsctSRtKvhv,13,17
1Xfv0o1xU7jH7M9QYod7rj,39,500
5QYBoZAoupoPPuFB1KHfx0,41,18129
4TLEIkw2ZiwL796C8zJtST,44,26016
0eecdvMrqBftK0M1VKhaF4,75,8549384
59uWH4ed0TG4WVOYKetMJC,36,5454
3gjhVjNZtWj6f3JV2IQkCf,35,245
22MLGGEwOdwxJQdvQyIQeI,29,2133
38FhlcWmtKu50ZHtUBaH9X,42,19
3FQVWA8Owd6lje2nMg1qcl,42,12281
7x8NAk8hz9zl6lFwJLvDDL,34,2392
0qG2Tf6fJaCuWKGz1IitKa,60,138247
6w7JZrwA9u6IBUP65k7K3j,30,4949
4oZolC0sCwCAKqsNXfRlVS,67,123110
36fqwbIljUOA1CKtjagvkv,15,109
24eFLbe9I5Cf7NdzhyDuYV,0,294
5KNNVgR6LBIABRIomyCwKJ,78,1056807
2NItG7zkghkWAtB2BH1L4L,0,1
2kxP07DLgs4xlWz8YHlvfh,79,1255895
0fEjMgQHvs06BQuWWzsbrn,32,541
4Rzu63KnqMsThOdfkrJk1Z,62,51303
356wTslfli2vo73H9MONsf,16,22
3cYYz7Kn2oXuTqLWRq62VN,25,4618
0tYjXXpSpZSRxeqy0vfX72,27,558
2Aviqzlb99NNABwh90uNaT,8,86
46ku3hQ55phSrLGqeq4V9e,32,4
03cvjFEHz8eGwYHq1L0Pp2,66,750046
1ZjPqYngrwDa5ZqwAPcj5o,51,112091
2kazDx7VLQZEI2FdBZbGgd,19,1932
14F4wy1bW1Buz1lD8I5YWE,34,1677
3C9auJcrxPyUWgoRSm4Rtw,17,197
36qy5nRn7h7rrHuphonJ6y,34,14220
6iGvhbeV6pyoKzPpjFDiZB,23,7128
1Aoj8qX6kPfLTagb7qbKg0,57,321022
54vgrKEZrdX0ukLwMKDZMX,0,4
0tltlrxhHivTJaJ3Ak603W,42,3978
4PzYKhC14sTJNEr0dzoo0d,78,2548748
1Ii5FXQWFAEVUcB8EUyClW,7,272
1OJvqVmekd5OPxlTeHmlBl,64,15705
6PL23hz7B60eFrQ9pxVO9R,37,71682
0KEExJc1NKwmzJxQHbbkts,50,4852
5aAe7DHdSJgTpBijaxTUaf,51,38098
2AHLeXCzAB77q0680DNtr5,36,14759
4T6xiCykTP9rCNaEPU7D4q,46,67180
1Eks6sKVw6yepoeTbWv0YD,48,131101
3yQP3LX8hoBRipj8eK7xmE,53,12645
7B3kLf1ZWaepQ3ts6Adlkp,47,14850
7JL4DyVnKVldvwWoSnLtCM,45,1376
4IUaaQUOq1leT9ztc9Y2cX,13,370
6xeFne1rkxMhKSW3ipvkdV,65,67400
5ttV0N9HvMH3KLqNKcS2M0,66,675376
6qLB9SoM25z2JDFBcgvJ8G,42,20655
2UYtNwk8a1xOLHS04HRT5Z,32,11067
0JSFe6oelTLzMxq9CoExPA,10,3
4dvmLXorXADxVq8EcySEWk,58,150995
52Syw7gkGRePCAYvEY2X9D,58,223527
5kTlPhAllLeDEzExTrUGFc,0,40
4yamiVzQPYBb02ceSu0jaI,50,33672
20tOyD2If72ZVRb9FcYn3Y,31,1800
6yI1aFdfAnjSHaDnHBFAD9,40,4804
65DioSSCLQ9vmedjsaA45y,36,1114
1baJfj5CCxPO9VEzlGSBLm,39,19754
2LxuBen9oGUGMy3UamvOQV,51,571
5nDJjSWGoWmMhIi4h5SaLV,20,576
3egWSWp7Y4FyCKIyvXbw7L,69,2803809
1JsnraXeS2KK3dgwNR9ARf,48,121892
6UI6PW7WI2jz4SF5xllpgI,37,96
7rYUb5J1on1e5EydNcS6qW,0,2
2hH16roqnQFy0PdSmgZRSJ,55,95413
26zgIfFyTCImkHAp5gwKW8,66,311570
7ssDDQAUFA9Z5k5VbbqYxg,38,24519
0398G2LxFramx6i5v99l6x,26,298
5yocZHV4puj9QHb4xAXAtL,46,44468
6lCjsH7dRjXIbYHdRJHAc1,32,7997
3QKm0ZXXUBD9Gc3PUo2mor,48,4237
5q2IdmHx3SBYq1l5IixqTZ,54,10290
3U5KZkwiSmACysZTJIvjgU,48,8617
6KsmQPHXE3qhzNNBPSZ0eB,42,18345
4FQSEnVHV8Vuf8t943PDBt,29,526
6ctgu4FFlnNhMgrKiIzCxp,47,16110
5pL7O28dW6WWjzuOvUbmBQ,3,612
4QAp87iZerUP9PKxtLhmW1,61,28035
7nsv7SHy5fEAhvYr8vsoRF,21,2165
7LaiNte25fh24EljHwBUcM,30,1937
3wuLkQuhEoK7byB0cfCCWT,44,6522
10JL3Itycb70lP4ZIA6qjp,36,6609
7wP9jLCquo0NQB0YmqsP0N,24,4058
44LskNt7FwfHPLTgLdIJy8,45,450
77DAFfvm3O9zT5dIoG0eIO,72,10378
6nJ9zLvSRvmbw5oA9dZSyE,16,115
6KinpmF6ieaCpwaKICc6y2,31,854
0HB4KdHq8OA8xyJyxJ5lc2,36,66237
3GlN5joOPb7aAQVJLSPpJx,59,319200
1QjCCzq5Lq9bb5NaPxiZ5e,23,1594
15KLH07gPcD01t7gy4PBFu,44,75237
6m9HyOTTtMQ8fFrLeJyuNV,51,46966
5sp1KhgKd6NVt83alP5T7G,37,980
4Y7tXHSEejGu1vQ9bwDdXW,66,1063553
6uz0w9gaey0hvJLP8cURPR,34,13818
4NDYXzRT6LGbZHLeb87L5O,30,42314
0UyDbmVHKEREbUyFTNc9mf,29,2534
18T5PzfwyXxbr5KFss55qx,23,51
4hGbUDCMNdHIAkMfS5mKcL,20,54
10YkX0lQynds8ceQvb37qp,32,87
4kGgtktmsEB9GGNzo49nxx,30,175
51aJdiDueizdOGSmxOgI3T,9,259
6GTwMrB4u3hwcUyc9sU1UL,64,65437
1gPtrRX6TUbbsPjw9nUEiP,19,2649
5FDIxEGRvg8QrMoNr9BoFl,43,17623
6xAWAmyfgJ7wloJssA3gIQ,4,1
4FOfnMPuibRUgSBHBwvoPz,31,300
7sJxjRbP3iGqQJmQIW671e,23,100
2TmWCKfrFiN6j5eBcIA13p,33,459
1UmSNiqXtkwAXtzdejWypd,54,949
7aFTOGFDEqDtJUCziLVsVC,66,540384
4pb4rqWSoGUgxm63xmJ8xc,63,601633
3WFFsW6pFOm0e2yVQLTYCX,35,87
3aHNIgKMKMb0hmklcLXxkm,55,1899
0W6YzWeMAORHYzwdGsU1Y2,51,4851
3cVhY39TVT2XE1iJD9B6kZ,11,231
1aEKvjRnbf1laB7DVXFqsG,47,53931
5WUlDfRSoLAfcVSX1WnrxN,88,22307641
5o7Atiia4I0WLFuN2qAu6M,57,14764
6cBRNsetPDbFYEYfd62XMc,45,84414
4oEXworvhegyK83rZwVyWL,62,167807
1vyuSZTHl5A60wZi1Vl2fT,0,18
3Ro5uQJ67x2LAj9Nj0Zo6t,26,22902
1GOGNYD5gumMX6VHfZGXuJ,46,35012
4aopF0aU0Nbu5GtSorXV0W,65,396320
0fK1IYdMGRN6XeLvNVVAlu,43,11089
4EsPdQD7LDT8meZpX0MX4p,55,2118
1UwfdbFgehcybbaCoeYJ9o,37,254560
2i3LPF3bOeR9Qz69kOF6R0,0,36
5TTXO1acO5ZuuUCsZ0MXJl,24,538
3pTRm5nZTXy5t6JY4m4HX7,34,8200
7uW1yOfJDGinbQOr0uv7AS,4,40
3LU5ho1MrktZxpRBGYPISK,46,3729
3AdQ6LDXsMkJ83YXRZfhe3,31,3099
6WDvBbzQlAZMNDn3WwJ0kt,34,51
1Yq11FlV5GeYdKzHutWv3X,29,388
0xJDUCdcDcqw5SpRXzZljC,45,1576
2Ssd74fqRLnOnYxWxXXqxR,26,502
7vCtweS8UVAXTyau2j0rDT,69,2244113
0AQTNnuQ6OZRjzy5MWuqfg,47,17211
6vCU4ORbNFUSNXe7mnsbWX,50,106738
3P0lwQkCeeTGpwrRsNb1pE,38,20
5zV9afUO4DVqJeRaZvfNev,56,290369
3zgnrYIltMkgeejmvMCnes,69,3451507
5IYRfypwG9BDDh5ZRPI80z,70,13731
24ljrnVUlUZ2apxF6GZsrm,52,253405
4CYj9Ya2aRORv06k26vFcP,21,1316
3iKdkIEoOGT55KE72tSOgU,36,254478
6jAmGa0ssb0T7yCsDCvMvk,21,561
7ao5uJZUsPeVpWlNkkjWyx,0,41
0f8VLdtXOvCDykGe6yRY2P,0,73
