region,id,min_date,max_date,n_days
Iceland,7C39RtGhnEw7cyf0Pyw7PV,2019-09-06,2019-09-15,10
Austria,22RbqLRBiP2NJ9sbOHCiRl,2019-11-01,2020-01-23,50
Austria,0dv22i02nk3o8JwmK6BwjI,2020-02-14,2020-03-16,32
Brazil,48S0rSykBUBSFwqdj8LR6a,2017-12-01,2017-12-01,1
United States,2o5y3gswRxw37FIDO34enk,2018-06-02,2018-06-04,3
Hungary,72HP2M4jjw4t0AIGdEVGEF,2020-12-23,2021-12-24,3
Spain,77Y7tccX9Hx5iClDr39uy9,2019-09-07,2019-09-12,6
Estonia,1OuN92HcVG6NVpWbeESNB3,2020-01-17,2020-01-18,2
Bolivia,2kJu14V7hbZw3I4K8L8SXb,2020-02-28,2020-03-03,5
Turkey,3GpM6Efc7Ty4zoci7EUB7X,2018-04-12,2018-04-13,2
Finland,7zgIdPmFuTRPj7MsAKV0lH,2021-06-18,2021-06-18,1
Switzerland,3pXy4LGgbDzRGQyj506Kfy,2019-06-21,2019-07-17,27
New Zealand,2tOOcDDYkh0PSjr6GwPEAJ,2019-05-19,2019-05-29,9
Sweden,4pVpAUol8c9eyR2tVK5tZ0,2021-07-14,2021-07-14,1
Brazil,6jA8HL9i4QGzsj6fjoxp8Y,2017-05-26,2017-10-17,129
Viet Nam,6rVaOdWvFaNyVVXda0NPJy,2020-12-17,2021-09-17,275
Greece,1xznGGDReH1oQq0xzbwXa3,2017-01-01,2018-07-01,151
Portugal,7yaxytyMMyorvKlF2g64MP,2021-12-14,2022-02-11,58
Hong Kong,2oNYsdCasRRlz1shXFAz7D,2017-07-21,2017-07-21,1
Panama,3zoYkqS4y2BsGVShPL2nTE,2017-08-18,2017-11-23,95
Sweden,2Aq78kKI9yuloJQkcbhQbU,2020-03-27,2020-03-27,1
Turkey,0nbXyq5TXYPCO7pr3N8S4I,2020-01-09,2020-12-04,272
Hungary,39LLxExYz6ewLAcYrzQQyP,2020-03-27,2021-08-30,159
Dominican Republic,6wwiESCWRBUAUZv5Q8CNIT,2020-07-31,2020-07-31,1
Global,4rPkN1FMzQyFNP9cLUGIIB,2020-03-27,2022-01-06,153
Greece,0iXLuhqJasxyGXj0BRBmYK,2022-01-06,2022-01-06,1
Honduras,69ZaPBHhRMRDjRpW1ivnOU,2018-12-24,2022-02-11,96
France,7MQPQssaXaj3ztFOuqx8AK,2020-02-28,2020-03-26,27
Iceland,6W4f0lzPGSIKsbTRhNk8VI,2018-11-02,2018-11-02,1
India,2ygvZOXrIeVL4xZmAWJT2C,2020-07-31,2020-08-15,16
Singapore,12REd1n8PeiHHWOh066tpr,2017-01-01,2017-02-20,49
Belgium,5CE0V7z1ePOZQNJNpWxYGA,2019-03-22,2019-03-22,1
Australia,2sqV4WwUD6Rydqciys8jtn,2017-12-29,2018-02-04,13
Switzerland,5as5HurTt4u7BuFIT5j8am,2018-09-21,2018-10-03,13
Switzerland,2ZSHH750nQpUVHjoe3iu2U,2020-05-29,2020-08-08,32
Belgium,34KG3uXjkvMckvXjpbEzci,2020-09-11,2020-09-14,3
Denmark,23jbwmkkrvGJhz1J6vAXii,2019-06-13,2021-01-01,353
Global,5aXgz1oKK8Q9z9xvTmSnrO,2018-11-09,2019-01-10,55
Austria,7daBwTiPNOVgoMUG4SICgh,2018-10-05,2018-10-05,1
Canada,02q0ZnV2L4XByzEvWZJqBC,2017-02-13,2017-02-14,2
Peru,53v2u51nq3CxiKUNphRzP1,2020-02-29,2022-02-11,85
Denmark,514rhnksEwHUh6LxXsQ4Y9,2018-05-18,2018-07-17,61
Austria,6UhWOBZVHsuZHKJpQJYeWW,2021-07-02,2021-07-08,7
Australia,0o7glLPfZgns8ZF14Wlpf7,2017-09-08,2017-09-08,1
United Kingdom,0f6U1lMWlbjnyYBctfjji1,2021-06-11,2021-06-11,1
Ireland,4IQkfUsrwXol38VV3U7t7T,2021-11-12,2021-11-30,19
Czech Republic,2kPQFWoXuRz6jNsEo48Inm,2018-07-20,2018-07-20,1
Panama,2i6j1tRHaznouZHtAmbil1,2020-01-01,2020-01-01,1
Sweden,2WXgrdbWBXubX0UbeOeCIN,2020-08-29,2020-08-29,1
Argentina,6dOzqs6o4DNzXs4jF2v1Yq,2021-10-23,2021-10-24,2
Poland,60APt5N2NRaKWf5xzJdzyC,2017-03-31,2017-06-30,32
Latvia,4bTID1qPjca9WuTZGkGRKE,2020-05-22,2020-05-22,1
Sweden,4i2qxFEVVUi8yOYoxB8TCX,2020-11-27,2021-02-27,82
Hungary,5ndfVSDyPq90jaIUhNPeby,2017-05-01,2017-06-04,31
Norway,2VdT56BGpdqNHUgOe1j5vc,2018-04-27,2018-06-11,42
Norway,16QhpULFOW9fE2yvXsJV6A,2019-11-01,2019-11-01,1
Canada,2avJHC5Txz2tmL39rr5yjv,2021-01-08,2021-01-08,1
Dominican Republic,4pvb0WLRcMtbPGmtejJJ6y,2020-07-24,2020-07-30,7
Romania,1otJMeY0f6sg9FPkUJEAPK,2021-12-02,2021-12-11,10
Belgium,6XXYdF6pJR1K3wKvuxmu7n,2020-02-21,2020-02-27,7
Portugal,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,2021-12-26,863
Guatemala,31UjYv5vLsDkzchJOtUMtW,2019-03-01,2019-05-16,77
United Kingdom,4DdyMVXC2s1r3UaEG7CDFK,2019-12-27,2019-12-28,2
El Salvador,6Im9k8u9iIzKMrmV7BWtlF,2020-10-30,2021-03-19,121
New Zealand,08LwMWf5Tcfsd752EPzFV0,2021-05-14,2021-06-10,28
Honduras,0hQgQHaXClyPsRM5IWk8tZ,2020-05-29,2020-09-15,8
Spain,20vM5hycZtDFwvpNWXU6su,2021-01-14,2021-03-26,72
Colombia,3SGWp9fJCzgK0WcpcKSQdy,2017-02-21,2017-02-22,2
New Zealand,72NzBkyGzlInzlFGarAK7k,2019-12-24,2019-12-24,1
Spain,40rXWke6SnXiGkSmaT8ZUr,2019-11-29,2020-04-16,140
Iceland,7F9vK8hNFMml4GtHsaXui6,2017-07-21,2017-11-16,111
Netherlands,2BgEsaKNfHUdlh97KmvFyo,2018-08-16,2019-07-02,303
Dominican Republic,2lDqMlnImMn4bwsim7vrpV,2020-04-17,2020-04-24,8
Denmark,37F0uwRSrdzkBiuj0D5UHI,2017-01-02,2017-06-29,37
Romania,2b0OQlgXinEvxYwELy9AJQ,2021-01-08,2021-03-03,47
El Salvador,7kh95COsNZjnTmc6aF76n7,2019-05-24,2019-07-13,45
Denmark,6PYnUsNEpYC7A4BS2sjw3L,2019-08-02,2019-09-23,41
Austria,63VyEdzMM3w4ZQ1WtARa2S,2019-11-11,2019-12-05,25
Poland,0qRR9d89hIS0MHRkQ0ejxX,2017-01-07,2017-01-07,1
Finland,5iYimVEUr5LhT1g6PIxoI1,2018-12-28,2019-01-09,12
Germany,0lapcUAia7RnutxUxM4LP0,2020-05-22,2020-07-02,42
Brazil,0lCf7sZrGyEAKrfA1AXG11,2019-04-23,2019-04-23,1
Canada,2hIFuoXhzcZGvmdtSE35lc,2017-12-22,2017-12-23,2
Bulgaria,5w0tpZk1S276Mhay0hJGtU,2019-05-31,2019-05-31,1
United States,0xDUqQ3gVuhhjZnK9zXHwG,2020-03-06,2020-03-09,4
Costa Rica,2E5AxSvxrnRsaExLe1aaXI,2021-05-06,2021-06-24,49
South Africa,6OTKVgVpVaVjhRLYizPJKA,2021-08-17,2021-08-18,2
United Kingdom,7eYAHC0RbBF9eaqWzT34Aq,2020-05-01,2020-05-12,12
Greece,0VhgEqMTNZwYL1ARDLLNCX,2017-06-07,2017-07-12,21
Belgium,3UiyduXdRqIpjIG1k7BIvB,2021-11-10,2021-11-11,2
Uruguay,2naJy8SKJ27gj6ZhRPDKaz,2017-08-06,2017-11-22,106
Sweden,70xcthlcE54MhIYPDutgEp,2019-07-26,2019-07-26,1
Ireland,3meWkWgDoEQ3gmwzryxlfs,2021-11-19,2021-11-19,1
Portugal,3cIL8inYLzyaKB24bfNqbQ,2020-08-22,2020-08-24,3
Bolivia,2y4XLIaQOPbBJQEr4r9L2Y,2018-11-07,2018-12-01,6
Canada,1eyek0KJEh2v5HQ9uQSybb,2020-03-10,2020-03-13,4
Philippines,37f4ITSlgPX81ad2EvmVQr,2017-02-14,2020-04-30,3
Czech Republic,3XFaGEb6daqdj39ThpJ2XI,2019-08-09,2019-08-12,4
Austria,3PfIrDoz19wz7qK7tYeu62,2020-03-27,2022-01-01,289
Ireland,29tc0GbW0pTSBZSCZF3NWk,2018-08-05,2018-10-30,71
Norway,2bllegdYt2WoYdbRZyJ730,2018-01-13,2018-08-28,19
Canada,39xWBHPM4E9MwzEy5gbM7p,2019-04-01,2019-04-06,6
Bulgaria,0E72UaOjGEOHJliDjq6Ivw,2020-09-27,2020-10-09,12
Canada,2uMTscYuCT3BZ0OCzH3MwN,2018-09-28,2018-10-18,21
Bolivia,0rUeyAypoUUFzobbSWOe0U,2018-03-05,2018-03-05,1
United States,3Zll5MbCF6D7Tg7lsH9KYI,2017-04-07,2017-04-07,1
Slovakia,0qOnSQQF0yzuPWsXrQ9paz,2021-04-03,2021-04-04,2
Saudi Arabia,1almCHdsfikRPfVB9VrEdT,2019-06-29,2020-11-22,256
Saudi Arabia,7zDwNMH9E2VBNfQc6mmwGE,2019-09-05,2019-09-05,1
Slovakia,7qEKqBCD2vE5vIBsrUitpD,2019-03-29,2019-08-22,44
Hungary,25qk9xa71F1POdI4vj7rbi,2021-06-11,2021-06-11,1
Sweden,5EjteSNTqatIHXgMEFhfFC,2018-07-20,2018-07-20,1
Finland,74lnM5V6ecvoTPV0fvptx9,2018-11-30,2018-12-03,2
Portugal,2VDTgXwf3F6kcpX4HI0BKy,2019-04-12,2019-04-12,1
France,2VMKC41TEoH6rxRJXWUHD6,2019-11-21,2019-11-21,1
South Africa,584B5N5x0phtVVpBtSNcPt,2021-12-16,2022-02-11,58
Greece,1cL3ucXzG2hj3XOUPIWdvZ,2019-11-14,2019-11-14,1
Austria,3gYqs2rirH5M3q4MgBKg7s,2020-10-16,2020-11-02,17
Egypt,1zB4vmk8tFRmM9UULNzbLB,2019-07-22,2020-11-19,112
Poland,6mn3J5bVu0Bt3hPlK7lkqt,2018-09-21,2018-09-27,7
Singapore,64xTu0cKbXu3ZSRkfXiBnx,2021-06-07,2021-06-09,3
Paraguay,15wPtgg6jsyMLhIkjcSpl4,2019-03-02,2019-03-03,2
Finland,3Y1xiyPI3lJ2PSWXnn8taL,2020-06-12,2020-06-18,4
Philippines,4JAyIDXOqNM6qHuZML01uX,2017-07-20,2017-07-21,2
Ukraine,2BRF7g0dIkl0bxV23xBWIr,2021-05-21,2021-05-21,1
United Kingdom,3AMxuq6id3YGB57eWeheZQ,2020-06-12,2020-07-08,22
Belgium,4kb2Z4gHhmQTFOfkQiq5DH,2021-09-17,2021-09-17,1
Switzerland,4O4xuKdvJvl7HpFlYGwudS,2017-01-13,2017-01-19,7
Morocco,37a46nSY6Jft75etVlsuRt,2021-02-20,2021-03-18,22
Taiwan,18Xhz4X1faEZ5iLFYz8Bl9,2018-01-08,2018-02-26,7
Uruguay,34LI7rwi9H8w2S5KTHnv1M,2020-05-08,2021-04-08,334
Hungary,11SiIkTI3NsJvQGRyGw980,2017-05-26,2017-05-26,1
Belgium,3DdwVor6LVg1jnjqnMksoJ,2018-03-23,2018-03-29,7
Philippines,3pWcj8hxj3fsb9TDAcMpEl,2018-04-20,2018-08-02,103
Peru,3eekarcy7kvN4yt5ZFzltW,2020-04-24,2020-05-04,10
Taiwan,3SfbB0Y3saMIQnNctxMVhj,2017-01-06,2017-08-15,113
Morocco,7gX2hqFLQKjiJwK8gZVofe,2019-08-19,2019-09-07,9
Denmark,5vnpANH92iEajvGwE2oQ6r,2018-08-17,2018-08-17,1
Bolivia,1xznGGDReH1oQq0xzbwXa3,2017-01-01,2018-01-01,197
Spain,0eNe9tTxrXzyoX3DSeJEDN,2021-11-12,2021-11-25,14
Poland,7IWkJwX9C0J7tHurTD7ViL,2017-01-01,2017-02-15,13
Norway,4R67rQNSbbsR4TdUVOIdez,2021-11-05,2021-11-22,16
Mexico,3RiPr603aXAoi4GHyXx0uy,2017-01-02,2017-01-24,22
Ireland,2X485T9Z5Ly0xyaghN73ed,2019-06-26,2019-06-26,1
Panama,1Pa6vEvBMLyHcgNxU8yk23,2018-08-04,2018-11-23,102
Japan,2SzXlu48l0sqApK9hBWZtg,2020-07-24,2021-05-18,298
Hungary,7bVtNuuRXxwEvKelw08FB0,2017-12-03,2018-12-24,18
Poland,0RYHqnmtNRfbYxP6Dn8Vse,2021-11-14,2021-11-14,1
Saudi Arabia,11dQTEghmS3uFipXhk1Tbl,2020-11-30,2020-11-30,1
Australia,3OEer2dQj1eWhSqxatGiru,2017-10-13,2017-12-17,66
South Africa,5qrSlOut2rNAWv3ubArkNy,2019-05-08,2021-11-24,815
Switzerland,2BKwGQZ5OMMFw0HjRC955p,2019-08-09,2019-08-13,5
Latvia,0ZNU020wNYvgW84iljPkPP,2020-07-24,2020-07-24,1
Netherlands,40uK7JxDKoOHlJgTwym9nS,2020-03-27,2020-03-30,3
Global,517HDzHbAwuGM25wiU5r9J,2018-12-24,2018-12-25,2
Belgium,7aGyRfJWtLqgJaZoG9lJhE,2020-09-07,2020-12-10,91
Taiwan,3azmlDwhtTRfOloTdDuXa3,2021-07-20,2021-07-30,10
Germany,2tjbSkPKKH1GFUhSr96tq0,2020-09-11,2020-09-11,1
Nicaragua,1lV3QHHMAQt0Kc1ioZq2MP,2021-12-20,2021-12-22,2
Ireland,0J6mQxEZnlRt9ymzFntA6z,2017-02-03,2017-07-13,3
Switzerland,2z0UxeFL42USbvokDnLwmp,2017-09-22,2017-09-29,8
Denmark,77khP2fIVhSW23NwxrRluh,2020-12-24,2021-12-24,8
Hong Kong,135Lf4Q0CzlMNfOxbEUsLH,2021-11-20,2021-11-29,10
Bolivia,15OjBeqNX3bShsGYQbteRv,2020-07-24,2021-09-30,433
Poland,45ZGEdLxCZvdMX9jWlsAAx,2019-03-22,2019-03-22,1
Portugal,34GHyS8Jl4ArYRE4AB7No7,2017-04-07,2017-04-07,1
France,7ClZUuzhHULLKjjrHEz6HF,2021-07-16,2021-07-16,1
Greece,6KsFSrVS3DwG4xNAPQvznC,2018-12-24,2018-12-24,1
Thailand,4a9tbd947vo9K8Vti9JwcI,2022-02-11,2022-02-11,1
Czech Republic,7Fg342AJtNsIDdwCfX0paC,2018-04-13,2018-05-24,42
Colombia,19vrzibX1lFlT2V2ToVQkv,2019-03-22,2019-03-25,3
Brazil,2gbMPBrBVj3CuNTLp2dHYs,2021-08-29,2021-08-31,3
Spain,2bgTY4UwhfBYhGT4HUYStN,2021-06-08,2021-07-22,44
Indonesia,6IqKFke4ZhKbGYULllEezY,2021-10-12,2021-10-14,3
Australia,6Sy0fYlJtIVYeCTiIj4RJc,2020-12-23,2020-12-25,3
Indonesia,4iLqG9SeJSnt0cSPICSjxv,2017-04-21,2018-05-10,381
Bulgaria,1m0UFnuTktOkksvjbF9z0m,2021-06-17,2021-07-22,31
Slovakia,5f4b3ZyONDJMJ6x6ggRru0,2019-12-13,2020-03-26,105
Belgium,2P91MQbaiQOfbiz9VqhqKQ,2018-06-01,2019-06-16,320
Austria,19LqJBBfd73oeBc3CPgDdl,2020-12-11,2021-04-22,133
Czech Republic,4JUPEh2DVSXFGExu4Uxevz,2020-10-02,2020-10-03,2
Slovakia,7LEydI5NfjY6mZfKwYIptZ,2017-06-03,2017-08-24,79
Colombia,0pein015PGI9RQiTdTo7YQ,2019-09-27,2020-01-22,71
Czech Republic,2fO0IvcCrFmkIQbXd7oZxk,2018-01-16,2018-02-15,27
Italy,3Cbaa4ZmODhKEGSkMsbkOO,2018-11-30,2019-10-25,296
Hungary,32OWobmyAz8J2qA8iWekyS,2017-11-28,2017-12-26,29
South Africa,5TRekQsv96kQezYd8TkilW,2021-11-15,2021-11-15,1
Japan,3qhatIxwcJTvTRvKcr9boJ,2021-10-27,2021-10-29,3
South Africa,2z0IupRlVRlDN5r2IVqHyN,2021-04-09,2021-05-05,9
Taiwan,3XNhUO3VysNZUGq3Z16SWZ,2017-02-01,2017-02-01,1
Belgium,0ru41rBEzVgFlIB0KLNYeu,2020-11-27,2020-12-01,5
Bulgaria,14msK75pk3pA33pzPVNtBF,2019-01-18,2019-02-06,6
Denmark,4iwOYAVxF7vOsAVuqowJ2A,2018-01-06,2018-01-09,2
Mexico,2cpteAYHcd4cjSxAeCkA52,2020-10-16,2020-10-23,8
Italy,6Y3E68GAhdvbJramkIOKJK,2021-06-04,2022-02-06,232
Denmark,75zwAkyhjTb6CVX9gMJSU4,2018-11-13,2018-12-18,36
Italy,5R9dZKODx78s8VBL9lPLjM,2021-10-29,2021-10-29,1
Sweden,3Kuu5vASpXK8oRsxOvau6P,2019-02-14,2019-04-30,74
Panama,58smOywZbVu8AjWutppiQA,2018-07-28,2019-02-01,186
France,5PIBgH1cUFwu5IiUk9tnN9,2017-12-15,2017-12-27,11
Costa Rica,1CnPYaKxTVb4LWOtiGOm0m,2017-01-16,2017-03-19,60
Taiwan,6KfNna0zfHtWJJ803hFBWX,2018-02-22,2018-02-22,1
Global,2U12JbtnFSYa5Av5wEcEDX,2020-02-14,2020-02-14,1
Canada,5qk0TivMEVkujTu7xJLKu7,2020-11-13,2020-11-13,1
Canada,6zeeWid2sgw4lap2jV61PZ,2018-10-27,2021-08-18,480
Peru,2yjHvbMtfyoXXJYpsR3rYP,2019-06-16,2022-02-11,507
Argentina,7vouLqY8dzfDGBQrqY7Qvn,2018-04-13,2018-05-03,21
New Zealand,3vAn0qZzdyuHamcrpkfiX3,2020-06-27,2020-09-07,69
Germany,07KXEDMj78x68D884wgVEm,2020-02-09,2020-02-13,5
Estonia,1wcYgcBH8WW1kXNezuFBqU,2018-10-19,2018-10-19,1
Paraguay,2qG5sZ7Si6sdK74qLxedYM,2019-03-29,2020-04-01,367
El Salvador,6768f4xbHQBpJo5lvFVNvs,2020-01-24,2020-07-05,116
United Kingdom,0PowxVSTY2uh1CPc8EPKyX,2018-12-28,2019-01-23,23
United Kingdom,1oLSje4Ot5qRUq8FqYeXOl,2019-01-18,2019-03-07,10
Israel,4mGdjNMo0RonTlOEb7cYg4,2019-02-15,2019-03-17,28
Switzerland,4PV0uE5pZSh44E3NqNNDEH,2020-04-05,2020-05-12,23
Netherlands,2Qm1Qmpoam6lzs5zO5EBSG,2017-07-07,2017-07-07,1
Honduras,34D6FJysnQioVingDKufuf,2021-09-03,2021-09-04,2
South Africa,0TMGV2zMZXOILVtQLtkI3G,2019-10-04,2019-11-14,42
Italy,12SccVj2Jqibxc1zRuUzTC,2021-05-18,2021-05-22,5
Germany,1jIYa5TXpdoIrRTygK8w56,2017-07-07,2017-07-14,8
Austria,3txjyObHLw10MqpL6PyMJ7,2017-11-03,2017-11-03,1
Spain,3UYiU57SMiAS5LqolhHJw1,2019-09-05,2019-09-08,4
United Arab Emirates,6NEJSZxzjuL72aheHI6lyY,2020-10-08,2021-02-06,73
France,4QD9fkIjNjuvonJVpwWJQL,2019-03-01,2019-03-01,1
Canada,4xz7WX28IkmcaHv06lCezR,2021-01-01,2021-01-01,1
Mexico,5c4tB0saSkNHX5CyDosuF7,2017-05-01,2017-06-04,32
Italy,7GnoAoKulxKSSEu09Wgp8Y,2017-05-26,2017-11-05,137
Czech Republic,5ghIJDpPoe3CfHMGu71E6T,2017-01-13,2018-04-05,105
Poland,1CtKKJ5ij3pQQ7A65c1fip,2017-11-24,2018-10-30,209
Belgium,6DZ0BgcbVpUDXbrydyi7bR,2017-10-09,2018-02-11,123
Slovakia,2mdEsXPu8ZmkHRRtAdC09e,2019-08-30,2019-09-04,6
Finland,2Un5sxsgnFBxiIDV0KdfMn,2021-01-01,2021-01-01,1
Chile,6qupqtadthQ2OtL376blXp,2020-07-17,2020-07-18,2
Guatemala,76QRh2Ikhr0i6dNjRvS3GS,2020-11-01,2021-01-01,5
Guatemala,69XHHNUwwgm7I0dlfqaGJS,2019-05-23,2019-05-23,1
Poland,5jts5s5JkvrvJ3txxEfKTh,2021-01-15,2021-03-25,67
Malaysia,1EjwugLrwb3kbcar1HKddN,2019-03-04,2019-03-04,1
Germany,2MxsoqrvownXSb8YtOOeYA,2017-06-07,2017-07-13,30
Colombia,33IecQTzY8u3HRMXYtZSQr,2021-07-03,2021-07-05,3
Slovakia,6RUpJeXT6U4SPEafnr9Wr7,2021-04-09,2021-04-15,7
Israel,6cQnrSlTxhHCCiUpKrs7g3,2018-07-11,2018-07-20,10
Belgium,3pK4CjELv5Ux8BeoIyIk7R,2017-10-29,2018-02-01,83
Turkey,7iFfWu1rplBL6j32KpB8DP,2019-07-26,2019-08-06,12
Ireland,7tr2za8SQg2CI8EDgrdtNl,2017-02-24,2018-01-06,197
Colombia,0AtP8EkGPn6SwxKDaUuXec,2019-07-12,2019-07-12,1
France,1Y2CGJS28CtJHMVj06vZx8,2017-03-17,2017-03-17,1
Greece,65E5pMq4njVePLPorQnolb,2021-07-13,2021-07-16,4
Costa Rica,5W9oqM9MkYU0DVBic748ZJ,2017-11-27,2017-12-04,8
Canada,4R67rQNSbbsR4TdUVOIdez,2021-11-05,2021-12-03,29
South Africa,4tr4oHjFijp0EgISHYDIXe,2021-10-20,2021-10-28,6
United Arab Emirates,4r6eNCsrZnQWJzzvFh4nlg,2021-12-31,2021-12-31,1
Finland,4gMCKJJzpibteIRw3xZL2R,2017-01-01,2017-12-31,43
India,1KUbKsFnBrt4cWujEmZ6GP,2019-05-18,2019-08-01,37
Greece,6Qpn31tbN3dtpfRqXkE09Z,2021-01-08,2021-01-12,5
Singapore,6H7fWtwEUHVfTyZD7zeG4w,2019-06-14,2019-06-18,5
Turkey,2gQPv5jvVPqU2a9HhMNO1v,2021-11-05,2022-01-29,86
Romania,32h6yQGn4oAhZ0HRsTMX26,2019-03-05,2019-03-08,2
United Kingdom,6jG2YzhxptolDzLHTGLt7S,2017-07-06,2017-07-06,1
Greece,4R9ATNRRl1uth17i5qDCc0,2019-07-19,2019-08-08,21
Czech Republic,3m660poUr1chesgkkjQM7P,2017-09-30,2018-07-11,279
El Salvador,5J1c3M4EldCfNxXwrwt8mT,2017-01-01,2018-03-28,353
South Africa,5rU6kDNXZLXIinFezpbWbO,2019-07-20,2019-07-20,1
Estonia,7e4KQkp5ZR1gXCAalRjX6B,2019-01-30,2019-02-13,13
Colombia,7en0831Kv3C7qDh1kXhM9U,2017-11-17,2017-11-17,1
Czech Republic,5IUtvfNvOyVYZUa6AJFrnP,2020-10-23,2020-10-23,1
Sweden,0ShWEFjgPF6E8hscjfDdPV,2018-06-15,2018-06-15,1
Germany,6N22FZs2ZhPBYi3b9XPajV,2020-08-23,2020-10-04,37
Ecuador,07p0kLnvfQQ2bLujHyzSGK,2020-12-10,2020-12-27,16
Bolivia,4xTd8fz0mZFK5b9IYdGKNd,2021-08-26,2021-08-30,5
United States,23XjN1s3DZC8Q9ZwuorYY4,2020-11-27,2020-12-04,8
Thailand,5dkXseVPrYqU7x9a99oUAD,2018-01-27,2018-03-01,24
Poland,6TibYx3RGZiUEwH2FIiTzw,2021-05-21,2021-05-26,6
Global,1CUVN2kn7mW5FjkqXTR2W1,2017-01-05,2017-07-13,161
Sweden,0FRavXSn6XmeItbuJR3VrR,2020-12-11,2020-12-11,1
Uruguay,4KlrEwjhXnHLtmKauxVHJz,2020-11-27,2022-01-30,378
Italy,3dPQuX8Gs42Y7b454ybpMR,2021-07-06,2021-07-13,5
Hungary,5PfTI3zrQbZEWcQdycMqJM,2017-04-15,2017-05-05,17
Canada,2kJwzbxV2ppxnQoYw4GLBZ,2019-10-18,2021-06-24,609
United Arab Emirates,10hMM5nsZQf66ldBlgWBfG,2022-01-29,2022-02-11,14
Norway,48BycLu4MtbVvCumpvMMbP,2019-08-09,2019-08-12,4
United Arab Emirates,7hU3IHwjX150XLoTVmjD0q,2021-09-10,2022-02-11,155
Belgium,3xkB3FONm2ZZKUpo5NRYGa,2021-04-28,2021-05-27,28
Ireland,1WC5UN1U79gJlxGLYDGIO7,2017-05-01,2017-06-04,32
Canada,06IdUbnrpRZ0IKI9IlO96I,2021-12-20,2021-12-26,7
United Arab Emirates,4SSnFejRGlZikf02HLewEF,2019-06-05,2019-07-10,24
Czech Republic,5xzzxWj8a1YBbNZhNLqWuQ,2018-07-31,2018-08-23,24
Singapore,3pIigjAWkzwAonXpJ1fmSF,2018-03-16,2018-04-22,38
South Africa,4ZgmO1hMpw03GYKG86JVIQ,2021-04-09,2021-04-10,2
United States,7lQ8MOhq6IN2w8EYcFNSUk,2022-01-13,2022-02-11,16
Austria,7DQXiMeLqiQsy1uqHSk0xc,2017-05-15,2017-06-04,15
Paraguay,7qwULjvTujatIaoWC1lu8b,2018-02-09,2018-02-28,10
Norway,0DuWDLjriRPjDRoPgaCslY,2021-10-04,2022-01-16,69
Dominican Republic,6TqXcAFInzjp0bODyvrWEq,2019-04-16,2019-05-15,7
Guatemala,1mSviQV9iQnGSRyvTIuxAj,2022-01-02,2022-02-11,41
Ireland,5VmpLtRycwbA54XsTffKq4,2021-08-20,2021-08-24,5
France,6paaJeUuEGW5QzOAegwuAr,2017-04-25,2017-06-27,61
New Zealand,454Epa1vrCGFddHXKyC1kb,2019-10-25,2019-11-01,8
Sweden,5iqfKcEGKhoeWTNqmZPiu3,2020-11-06,2020-11-06,1
Germany,5XDyvay75QmlTKRxlfVFFg,2019-09-27,2019-09-30,4
Global,6TL3MOcVW8i1UiJkvhpDbR,2019-09-06,2019-09-06,1
Nicaragua,7vrJn5hDSXRmdXoR30KgF1,2020-10-23,2021-03-25,154
Israel,5RwV8BvLfX5injfqYodke9,2021-06-25,2021-07-17,18
Germany,7dRj3sTBYkNbEx5kdNHriv,2018-08-22,2018-08-22,1
Sweden,0or0gNaKAXYYCsOrpvRzAu,2017-03-10,2017-06-16,9
India,1IvVEUd8TlHEd1joM0qA4Q,2020-06-25,2020-07-23,29
Sweden,0BLghMroLB1Re8XGrXWmb7,2020-11-13,2020-11-19,6
France,4NGcxBAtvLtbeizQul82iC,2019-07-05,2019-10-10,94
Romania,6kIdGaRpsATmasdGtZ1dZJ,2021-11-24,2021-11-24,1
Greece,0sdbFOyfgAhAhWq8DpzkaW,2018-08-17,2018-08-31,15
Spain,40iJIUlhi6renaREYGeIDS,2021-09-03,2021-09-16,14
Belgium,4MXhiYIRDMGAuvZc5IFTwC,2018-08-03,2018-08-08,6
Slovakia,4Lxseh0wN7N0ljiOh8KwbU,2020-07-09,2020-07-09,1
Singapore,51RN0kzWd7xeR4th5HsEtW,2019-05-17,2019-05-17,1
Austria,0o7glLPfZgns8ZF14Wlpf7,2017-09-08,2017-09-08,1
Austria,0faulCzW1hxYeaQ3jKl82O,2017-09-17,2017-09-17,1
Poland,6W6ijKiufUsBBcgJPKis6T,2017-11-24,2017-11-24,1
Sweden,0sosuiuhSF3Az6fNPdhPDv,2018-03-23,2018-03-23,1
Sweden,5xMzazov0IHYllrc8U2K6F,2017-07-07,2017-07-20,8
Denmark,17Vcs7wwsntboybhbdUk8F,2019-11-29,2019-11-29,1
Colombia,3vytOevJomYPaAZM2OXwn5,2019-04-12,2019-05-09,21
France,2R7gA9dAHTjASKU0wiTJok,2020-07-18,2020-12-31,78
Norway,4CxBmlWegEeKwYUaFvLzel,2017-01-01,2017-07-30,188
Nicaragua,5KUNYMmCuWBNdxYKia43PS,2019-08-26,2019-08-28,3
Switzerland,7A6fVgfo67mZkVAzEC3MRo,2021-12-10,2021-12-16,7
Peru,0VjIjW4GlUZAMYd2vXMi3b,2020-03-21,2022-02-11,692
Chile,1c2oYPFni5vth1v9M7fYZb,2020-04-03,2020-04-24,22
