danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.733,0.643,7,-7.353,0,0.272,0.368,0,0.107,0.206,121.722,5x3WKgUq6iCBEgOZ7htfMB,204590,4
0.453,0.866,8,-4.673,0,0.404,0.0177,0,0.406,0.669,88.23,7mrxKs2fqNiKBE8zePEP2l,257541,4
0.627,0.736,4,-7.48,0,0.405,0.263,0,0.151,0.787,90.464,2MaOtets1EP65Fo6TH1Y6X,266240,4
0.224,0.339,2,-9.893,1,0.0389,0.642,1.31e-6,0.0945,0.121,75.225,7dQzglBbyZCMIaMb1hZUZY,310508,3
0.725,0.733,9,-5.76,0,0.0463,0.182,1.01e-6,0.177,0.623,89.994,2FyY0M4Hi4uaTQlk98TCzL,160067,4
0.728,0.773,10,-5.046,0,0.243,0.0806,7.13e-5,0.16,0.661,94.981,03iTB7GllM9C9hQOsVRAfi,201485,4
0.812,0.821,1,-7.359,1,0.27,0.177,0.0219,0.297,0.931,82.504,0jE1LphPk9823j6HB8jByg,104727,4
0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-6,0.154,0.858,107.891,0weAUscowxeqDtpCgtbpgp,227933,4
0.816,0.867,4,-5.382,0,0.105,0.104,6.38e-6,0.133,0.657,100.001,6lazMmzPhIzAzWBtjVSeeh,201600,4
0.597,0.769,2,-4.972,1,0.0564,0.394,0,0.354,0.673,179.774,6rXNVE9VkdDZYBokNhl9jk,226865,4
0.647,0.755,1,-5.703,1,0.336,0.0371,0,0.465,0.74,143.99,4LGaSnOyv7JiuZQjk7VdbU,232293,4
0.586,0.769,3,-5.388,0,0.249,0.042,0,0.151,0.458,152.78,195eCIcjTLsOJZ1nfNHUUJ,182945,4
0.517,0.839,0,-3.521,1,0.0287,0.0014,3.65e-4,0.108,0.416,94.015,0yac0FPhLRH9i9lOng3f81,215880,4
0.624,0.673,7,-6.406,1,0.0711,0.515,0,0.0611,0.869,93.93,6rFuNybTtuTgQbZjns8Glb,269507,4
0.656,0.764,1,-6.002,1,0.071,0.0144,7.48e-6,0.157,0.67,125.168,2DFlQFiamykYiDZlNaOIm1,252838,4
0.623,0.687,9,-5.956,1,0.0448,0.332,0,0.141,0.781,128.103,2ATTezQJAZe5Itf6eFZ3tO,181337,4
0.775,0.497,0,-4.716,0,0.161,0.309,0,0.0537,0.858,160.158,2UNzxGjTGwFEkRBjsvfD9S,187500,4
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,5k38wzpLb15YgncyWdTZE4,268867,4
0.578,0.801,8,-4.665,1,0.071,0.171,0,0.651,0.706,114.12,2XlGKZNMkRKvEJsbwQ6MCl,235221,4
0.647,0.803,11,-4.5,1,0.091,0.272,0,0.121,0.618,90.031,3J6NzKxov6PDE1LC99gXV8,174644,4
0.856,0.824,9,-6.538,0,0.159,0.0126,0,0.22,0.903,121.022,0gG0dF1yexUsE8OO7mq8Kn,146869,4
0.597,0.41,7,-8.293,0,0.074,0.723,0,0.106,0.0736,103.666,4OEOEsOhlzDqQuewiuPJAc,210422,4
0.72,0.606,5,-6.166,1,0.0382,0.0528,1.21e-4,0.0751,0.593,151.993,1Mvx0a56S2soNfiO9A3N28,186316,4
0.643,0.368,4,-9.826,1,0.146,0.906,0.0364,0.116,0.693,160.994,58J23cD4zeeidroDepVhX7,141800,4
0.84,0.692,1,-2.182,1,0.0689,0.0871,0.0154,0.251,0.597,89.991,7g3ezLhEW38T80iydvEyQz,227700,4
0.789,0.488,9,-5.662,0,0.297,0.32,0,0.0847,0.29,159.986,2AiZm17zqkV7llT3SHz4Nu,276001,4
0.538,0.609,5,-8.065,0,0.32,0.123,0,0.287,0.694,92.974,2UVVeXn59BIiBtgnYeygG7,167172,4
0.906,0.731,6,-7.021,0,0.0977,0.426,4.55e-6,0.0853,0.794,106.995,5reQI13tWWYDLMrGcUF4Mk,260080,4
0.568,0.696,11,-7.352,0,0.165,0.0645,1.51e-5,0.136,0.772,175.01,4g8shPcQBOjRBdjCpFhQfp,141144,4
0.847,0.636,10,-8.687,0,0.523,0.663,1.5e-4,0.322,0.302,125.055,5JaXKUIcNxwSuUyD4CsphL,253450,4
0.8,0.668,4,-5.047,0,0.27,0.108,5.73e-5,0.0694,0.503,129.999,2qL8iTJoj3uzrkJxYjgA3z,169513,4
0.708,0.872,6,-5.775,1,0.0502,0.0736,0,0.337,0.25,124.026,1VYj8u5I4L5Xl21zQiQMx7,192681,4
0.722,0.684,9,-6.662,0,0.103,0.142,1.2e-6,0.0735,0.398,110.018,4rjV9NFV51DrGXC2jbK2EN,233335,4
0.593,0.424,5,-7.729,1,0.0355,0.231,0,0.0657,0.338,151.835,0h5ypmtJ39zQvp5jFBMYKp,185825,4
0.669,0.437,8,-9.052,1,0.03,0.762,0,0.103,0.627,95.97,2bZPiYpKw2OyAQtHeYbeWF,199375,4
0.563,0.177,8,-20.269,1,0.143,0.804,0.00365,0.374,0.598,135.199,1C5DNhh0PLoB5wgUmyy16Z,171572,4
0.701,0.934,1,-4.526,0,0.254,0.415,0,0.308,0.776,100.016,31RynKPxmG49ly70N4NPbd,213615,4
0.695,0.501,7,-10.797,1,0.0422,0.573,1.13e-5,0.0727,0.565,98.823,2eggLu2hn9s6RMZS3OIBEg,236000,4
0.679,0.706,10,-4.853,1,0.0836,0.18,0,0.0784,0.543,170.047,2UO9EmjBqFD6cxzlsv6z2v,209827,4
0.779,0.744,1,-5.548,0,0.12,0.0134,0,0.134,0.419,95.977,0wt2PeQ8AeBlx6WbgoM97r,221346,4
0.561,0.445,2,-7.625,1,0.0278,0.822,4.71e-6,0.127,0.247,139.92,3YjGBw910aEg6PkNjYqyCU,204533,4
0.653,0.671,0,-5.812,1,0.0913,0.241,0.00586,0.146,0.512,101.883,2h0vD9wYASU5FOcNFUIvYk,189493,4
0.724,0.529,1,-8.805,0,0.386,0.121,3.71e-5,0.104,0.556,148.986,6PwKqvPGuw09SkZ9cAmqvR,182844,4
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-5,0.0915,0.934,116.032,7rglLriMNBPAyuJOMGwi39,202735,4
0.721,0.872,3,-7.28,0,0.0439,0.13,4.18e-5,0.0823,0.967,150.042,7mQknMCWW3cZE4nIcSyHee,180021,4
0.723,0.59,9,-7.672,0,0.113,0.149,0,0.105,0.338,119.987,1J5Tjz1SK5oe43febMceje,137834,4
0.744,0.793,7,-6.02,0,0.0291,0.00851,2.31e-4,0.363,0.325,116,1XdMp6v9Q3N80WnKSbGfl4,199655,4
0.728,0.68,7,-9.143,1,0.0342,0.199,9.42e-4,0.126,0.946,84.566,2ObbqCZZgwK8VowFYf0RPh,214293,4
0.709,0.638,5,-7.888,0,0.24,0.315,1.67e-5,0.191,0.664,93.949,7btEBRPqAZrdsmuGrhZ5pV,186916,4
0.523,0.823,2,-5.597,0,0.0335,4.95e-4,0,0.371,0.501,131.888,7CBH8BzH23SksBR5NSb7tT,234680,4
0.453,0.741,9,-8.676,1,0.0396,0.262,0,0.0729,0.484,72.65,5umJVEAPT2SocCoB99ZoaH,212400,4
0.705,0.683,3,-8.974,0,0.0308,0.384,0,0.126,0.46,108.004,61d3qHHrR2ZxrvBiR7SKaO,292222,4
0.699,0.739,1,-6.198,0,0.0513,0.6,0.00361,0.389,0.764,92.989,40bK2uosUmAS92c17n98xd,218467,4
0.804,0.879,6,-6.107,1,0.0502,0.0572,0,0.416,0.551,130.051,3mmGQ2yOfwHZ1wFU2gwrGI,196923,4
0.457,0.272,8,-10.784,1,0.0444,0.699,2.22e-5,0.102,0.162,124.999,1kJ9iysFb93KSeorhV109C,165715,5
0.879,0.555,10,-8.168,1,0.222,0.021,5.75e-5,0.0449,0.852,104.02,065DzyqJs0Jivg9j8JTXGm,134713,4
0.477,0.737,11,-5.98,0,0.0346,0.0151,0.00145,0.0893,0.325,121.833,2MZUMdIakjQxl03yT1UlmQ,327211,4
0.858,0.455,1,-7.913,1,0.149,0.00764,0,0.112,0.545,139.98,1SVsopgKbauppy1h2G7Woe,212826,4
0.654,0.614,0,-8.1,0,0.0932,0.257,0,0.0991,0.53,149.108,5Wr3Ebe60UsEY6CCqYHeRj,253827,4
0.622,0.755,2,-5.494,1,0.129,0.0573,0,0.0859,0.317,94.579,3vwVxnq3vQ6NxGVxaiuteR,190617,4
0.436,0.895,11,-7.35,0,0.0677,1.15e-4,0.0397,0.236,0.39,158.931,6h9DIHDVd8w5WYr2ZTWv0o,223053,4
0.731,0.574,1,-7.114,1,0.029,0.0644,0,0.0675,0.392,95.995,3hlhefxgyp4MDnN6C2dQ5H,276573,4
0.671,0.501,4,-13.119,1,0.0594,0.342,0,0.194,0.86,87.04,5KqldkCunQ2rWxruMEtGh0,214880,4
0.543,0.766,0,-3.387,0,0.343,0.423,0,0.155,0.729,106.869,05aZ9sAU1YXndHv0FMi9iW,204805,3
0.708,0.743,1,-5.423,1,0.0452,0.0568,0,0.1,0.721,89.984,32Nmwxh4aeXJAphTVyQckM,187401,4
0.545,0.446,11,-8.336,1,0.0468,0.345,0,0.187,0.247,134.148,0Y8SZ31usjm6fWbwzggP3H,178881,4
0.78,0.535,1,-8.523,0,0.183,0.203,0,0.105,0.205,139.949,1XuBbQtNNO2JblZoLVhgxr,171857,4
0.59,0.349,9,-9.203,0,0.0285,0.344,0,0.214,0.252,100.066,4YBNn5anuQcvyAfejdH2rD,173400,4
0.92,0.664,11,-6.063,0,0.0808,0.613,0,0.0652,0.502,118.035,1VbxbVQVmCTKtL5s9amH5B,140339,4
0.701,0.634,1,-4.16,1,0.0344,0.261,0,0.131,0.371,121.047,4GoLVIAplQyplhitHFabfy,180094,4
0.726,0.781,0,-4.276,1,0.0525,0.139,0,0.274,0.579,104.976,1mKNyZCNDueEASgBgZuLdA,168201,4
0.47,0.411,4,-7.605,1,0.0276,0.853,3.33e-6,0.0941,0.213,129.954,5QRgqxZ4XQadnaOBjt2dN1,210000,4
0.492,0.0411,9,-24.754,1,0.0618,0.995,0.951,0.218,0.302,133.354,5CAo1C1rbCVx3t4Wz4sM8C,250680,4
0.87,0.721,10,-8.447,0,0.39,0.503,1.21e-6,0.0987,0.492,124.947,2Mv1sh5BIm1HTIMZuRQK6q,203600,4
0.803,0.547,6,-8.458,1,0.0572,0.021,0,0.0421,0.94,118.022,5e5JWx6ZBPRHxCXzLg34AX,156500,4
0.382,0.852,9,-5.797,0,0.171,0.115,9.13e-6,0.0867,0.539,140.972,24Luplw65w7d7Og0ZI2JcL,254211,3
0.643,0.629,1,-4.116,1,0.328,0.0152,0,0.238,0.406,82.065,7zVIxSwD26RUokKlhNdo0e,194827,4
0.821,0.677,7,-7.491,1,0.0498,0.351,5.73e-6,0.338,0.599,121.006,7c7hcyri2NWIgy2soC8gkd,197144,4
0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,3UoULw70kMsiVXxW0L3A33,201882,4
0.723,0.593,4,-7.205,0,0.0525,0.397,0,0.697,0.532,107.989,1xE480pK36N4igNuy54LlB,208889,4
0.373,0.258,9,-9.29,0,0.033,0.588,0,0.0729,0.0512,119.849,25vX1mMJilMWIc5Ht6hkGj,249047,4
0.802,0.603,8,-6.201,0,0.431,0.687,1.07e-5,0.266,0.759,137.37,5prGTLP3EeAVa7UFXkwF4d,177687,5
0.775,0.639,11,-6.672,0,0.0567,0.066,2.33e-6,0.32,0.675,106.991,6PNOwTytTN9LQGaPVlKTFw,198921,4
0.749,0.909,8,-2.808,1,0.074,0.00354,0,0.337,0.393,149.988,0F7pHlzV43FgZPUgfcxqlC,242880,4
0.708,0.575,10,-8.212,1,0.0314,0.173,0,0.23,0.151,115.007,6Lr9Orx9Szmf0y4QRmOpZm,213148,4
0.396,0.801,4,-4.673,1,0.035,0.023,0,0.138,0.366,159.769,6SPHV1xXhT8ppQwVyVJF3x,350300,4
0.59,0.874,11,-5.319,1,0.205,0.272,1.13e-4,0.193,0.394,89.912,3QpAHmfhIlBwmr5lHknkTk,261726,4
0.754,0.905,4,-3.296,0,0.255,0.205,0,0.381,0.707,93.026,4BKZ7XUpT1DFlcLIWcThgy,224523,4
0.671,0.722,0,-7.074,1,0.0442,0.414,7.82e-5,0.174,0.79,80.033,1Rvh5RimhF3ndpclBmIdeJ,302907,4
0.598,0.513,2,-24.259,1,0.0531,0.978,0.958,0.143,0.982,99.995,4gJUiIp9hZSqP0TVKIo0kq,228441,4
0.74,0.7,7,-6.634,0,0.0687,0.0834,0.0234,0.639,0.669,102.063,1tNFkCHObIEbfU24TVgrDL,149458,4
0.807,0.5,9,-10.361,1,0.0581,0.0335,8.73e-6,0.0967,0.243,97.09,7gAyu0od48mkaCw1laPKVC,157000,4
0.462,0.647,4,-7.407,0,0.381,0.477,0,0.0779,0.452,86.968,4Pl3vnDKIJRQ1eXjeqimBR,227100,4
0.579,0.641,0,-3.394,1,0.0417,0.0898,0,0.329,0.162,141.815,2gNDbNOsE2b6HkwVxGuNSN,209207,4
0.694,0.719,1,-7.667,1,0.102,0.146,5.52e-6,0.0939,0.241,91.016,3TxCgcOthWuhitEwZiZnS3,275707,4
0.61,0.787,11,-6.424,0,0.386,0.345,0,0.0786,0.31,124.169,4znJkUGzJVXY14y5LMJ4g8,209387,4
0.735,0.749,10,-3.766,0,0.0874,0.371,0,0.47,0.373,93.718,4z0PnuB07fxtVZZRWsCfxb,278507,4
0.794,0.893,5,-3.747,1,0.137,0.0547,1.78e-6,0.252,0.43,135.113,1R0c4zQFh5ibaY94zZqbMT,203004,4
0.556,0.445,9,-6.87,0,0.0868,0.795,0,0.127,0.535,76.493,4CbpK619i0NXpl0FMNxuBZ,144840,4
0.858,0.674,1,-6.264,1,0.174,0.0911,0,0.157,0.518,123.973,51WojqCuzo7LesWWcdHDVT,218920,4
0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4pUCKHjJ4Ijewc37rRrvHn,189052,4
0.639,0.569,0,-7.236,0,0.0487,0.0581,1.69e-4,0.108,0.616,142.967,3gwoz4xZuye0agjYgrC2je,226781,4
0.605,0.595,0,-6.23,0,0.0374,0.362,0,0.101,0.308,103.081,6e4ewdwc5OhGhmnDHyNraC,226909,4
0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-5,0.0942,0.631,126.986,63aj87TQG6F3RVO5nbG2VQ,131067,4
0.787,0.676,5,-6.158,0,0.0419,0.0892,4.39e-6,0.173,0.695,107.948,14xNedeOThMQJUoylOKeGe,208081,4
0.795,0.667,1,-6.429,1,0.225,0.168,0,0.126,0.31,150.072,2nY6MRHWpW0AGXMoGDJOjX,196453,4
0.641,0.454,5,-8.344,0,0.133,0.179,1.16e-4,0.065,0.302,78.036,27Tqjd2nMW2mIp6Yk1ovwY,343455,4
0.905,0.622,8,-5.767,1,0.197,0.285,0,0.262,0.83,99.981,6Uwk9G3Hz8nWG5O30MlNSH,126000,4
0.477,0.645,9,-5.552,1,0.276,0.594,0,0.0546,0.441,90.842,5byceATs0Xy5QrdKAIpplf,176653,4
0.839,0.742,8,-7.175,1,0.286,0.342,0,0.0846,0.684,91.508,4Qynrttl9LTuW8vqAFVFz4,256107,4
0.779,0.677,9,-4.392,1,0.0389,0.243,0,0.0199,0.947,151.851,3eDwN4LpjslZFUARGab60u,197120,4
0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,157712,4
0.697,0.627,7,-7.23,1,0.0299,0.324,0,0.108,0.524,118.04,0HsdsBP1Tje9ierXi643gg,220791,4
0.525,0.935,5,-3.361,0,0.0569,0.103,0,0.257,0.809,114.115,1uEYffw14ktvXSnlAyMtng,151476,4
0.731,0.871,8,-2.992,1,0.0577,0.295,8.34e-6,0.138,0.804,101.981,00PFkUKkfBQDdZreNj7bXW,223878,4
0.742,0.781,9,-3.982,0,0.0604,0.29,0,0.279,0.875,125.034,2LAaUJMGTxDN0whQhDRUYB,204280,4
0.834,0.701,11,-6.636,1,0.173,0.579,3.39e-6,0.0863,0.715,100.003,49izZIDgOTNwL3DidnuY0Z,208800,4
0.802,0.412,9,-9.593,0,0.157,0.533,0,0.0774,0.709,125.992,72sOrgrynSH73z4E41Ed0i,163413,4
0.439,0.761,5,-7.653,1,0.365,0.00273,0,0.397,0.52,187.672,4xdxzzMLD6KIM1hyGEaxoF,199579,4
0.755,0.526,8,-11.221,1,0.355,0.781,4.66e-5,0.136,0.635,105.078,6WBkCoDxSzfW0rzh6BaRaX,224013,4
0.622,0.621,11,-4.924,0,0.129,0.0864,9.8e-5,0.121,0.567,158.946,3qGDwGqdyFq3faUU4BmhdY,213040,4
0.604,0.688,5,-7.411,0,0.0562,0.0945,0,0.14,0.349,145.072,2a9xGmpgNyNz9QVRIDOlUl,160759,4
0.772,0.611,8,-7.911,1,0.372,0.209,0,0.245,0.693,92.138,7pcRZKnMZqCnkxXEUU60wJ,298696,4
0.898,0.728,11,-5.055,0,0.323,0.129,0,0.0412,0.591,150.003,1C4sQfETUlnqKGPu07XYBB,172878,4
0.706,0.688,9,-6.658,0,0.068,4.18e-4,0.00571,0.0932,0.758,132.014,5Eh1UX2Qx7AiFYSU2Uynl1,262587,4
0.606,0.825,9,-5.363,1,0.0271,0.0562,4.7e-6,0.314,0.809,137.55,4a0MuxkiRw7cJfDFLVPhvM,215110,4
0.8,0.709,6,-5.834,0,0.0381,0.238,0,0.119,0.388,127.438,5vph4KmP15IRBLRPPsLnRo,193520,3
0.614,0.782,3,-9.974,1,0.0278,0.0126,0.00191,0.295,0.761,131.901,10vpPP0rDTRNJmQyvxyNRz,216880,4
0.511,0.852,2,-3.895,1,0.468,0.118,0,0.0901,0.316,163.863,4RMqA9GixWNB7H6coZFXJN,195920,4
0.458,0.543,2,-8.726,1,0.0248,0.0753,0.642,0.139,0.109,94.839,2ZNpgDxly7IzbnH1XAijso,254055,4
0.606,0.739,2,-3.954,1,0.0384,0.203,0,0.408,0.377,119.898,4sFVdIwmVj2y87qqOWwSU3,159906,4
0.527,0.581,9,-6.354,0,0.327,0.111,0,0.301,0.503,98.977,3BZAi7xzo0Kmpml96z1sJx,219000,4
0.42,0.547,3,-8.09,0,0.0924,0.659,0,0.104,0.46,80.657,5zeI6Co8KzH5EpQud4YY3Z,214238,5
0.693,0.832,4,-4.772,0,0.198,0.0549,0,0.158,0.484,119.813,32K2SLIftuoz6LGBdTb4F8,177604,4
0.542,0.63,6,-6.982,1,0.0495,0.0991,0,0.0843,0.475,82.899,6P2Lh7h0yzo8gbI2cIBtIp,200813,4
0.655,0.742,1,-5.758,1,0.0337,0.00337,1.32e-5,0.104,0.416,128.097,5rOiE5lvUTbU36IjtgAA9O,166875,4
0.795,0.848,7,-3.128,1,0.0543,0.0569,0,0.0586,0.691,99.977,4ZL0v0iE9Kvr5hktFJIjY4,225707,4
0.621,0.639,7,-6.276,0,0.446,0.295,0,0.194,0.531,85.101,0oiLtdzOdlZSBMvDv3mNAd,137483,4
0.873,0.473,0,-6.529,1,0.0484,0.254,0,0.111,0.465,119.997,1vxkXq9ifXIGRqntjvdg3G,197320,4
0.299,0.892,11,-4.357,0,0.0589,0.00145,0.00254,0.122,0.46,151.935,4lo91W9xVrGOooj0wAv8S3,168267,4
0.498,0.571,5,-5.338,0,0.101,0.0381,7.2e-5,0.118,0.504,93.763,6m4SEnC7eZLrgroEvwAmCF,196560,4
0.615,0.761,10,-6.921,0,0.274,0.0865,0,0.254,0.444,93.146,5LowZZg0kBpXRLLEY0sO3Q,184965,4
0.594,0.722,6,-5.433,1,0.201,0.625,8.84e-5,0.087,0.714,135.608,7Hm4feaA6AhD3j9r83Fy54,166427,4
0.442,0.748,6,-5.448,1,0.0302,0.074,0,0.1,0.493,89.956,1tkWfKfJqdqbY3oadsjXCf,324053,4
0.643,0.617,8,-6.179,1,0.0535,0.41,0,0.109,0.578,179.947,0c5UWmLtsuPesVU3NCzZRM,243735,4
0.733,0.641,1,-6.177,1,0.297,0.069,3.33e-6,0.158,0.598,136.059,0UemKNAjbQjjkau6s9GO7i,188168,4
0.835,0.56,1,-8.036,1,0.21,0.0574,2.7e-6,0.106,0.197,140.014,4PhkLwGiluKwDMscBT23Vo,256470,4
0.755,0.552,7,-9.713,1,0.146,0.176,7.63e-4,0.116,0.821,75.042,08Xo6nCF8Po792gelsNtmQ,186867,4
0.425,0.363,11,-9.036,1,0.0381,0.701,0,0.234,0.395,74.579,20PRqcym0a7bvokISwu3d6,210907,4
0.738,0.62,6,-6.636,0,0.171,0.628,0,0.102,0.371,91.98,1XvQSYDyQ3VwHZRJKScwJI,169520,4
0.376,0.536,9,-6.852,0,0.0671,0.371,0,0.122,0.237,150.299,0Yg6svnMHOfDKatTiypWan,262800,4
0.808,0.691,11,-6.197,0,0.141,0.0931,0,0.111,0.342,89.985,1ELP5kD76CAyUITcGOH0OA,161009,4
0.735,0.977,1,-2.456,0,0.0643,0.299,0,0.133,0.938,121,6pkTboUcR5jyVfVfg8qNE0,153589,4
0.657,0.659,6,-5.432,0,0.0846,0.0487,0.00644,0.111,0.674,139.951,7hQQuyU7YrLwwI3w2TiRtt,178286,4
0.564,0.907,6,-3.717,1,0.052,0.0709,0,0.122,0.459,136.977,6csS2XiMAmGIWIQlLWP4CC,258802,4
0.653,0.917,8,-4.342,0,0.108,0.306,0,0.2,0.455,104.993,60Qib6jBxNJGCxVk8mJeRI,182000,4
0.699,0.812,0,-6.005,1,0.0377,0.0164,7.63e-4,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,276693,4
0.723,0.566,5,-7.56,0,0.0332,0.158,0.00404,0.381,0.443,123.051,0eXVY01nsiWz1Yf4tnCIga,184374,4
0.549,0.753,11,-4.728,0,0.104,0.656,0,0.442,0.55,112.361,64UvHDm99aHsf3eSJdNpuB,193103,4
0.529,0.735,0,-6.699,1,0.0363,0.00413,0.0154,0.291,0.466,167.972,6ZaKKVN7E8iOP0ZW03w28e,207432,4
0.728,0.861,0,-5.852,1,0.165,0.2,0.00106,0.0256,0.662,87.467,7e6J0HgooHYVi4SwdOB2OM,236057,4
0.697,0.713,11,-5.956,1,0.342,0.4,0,0.113,0.45,123.374,1952SQ7t45GNIkXOXHxHCl,251813,4
0.641,0.847,9,-5.455,1,0.0444,0.4,0,0.157,0.742,104.009,4FbcVWgOjljdetmSqzM7NN,147610,4
0.505,0.527,5,-6.176,1,0.0294,0.55,0,0.232,0.254,119.485,4r4TfPgPBTECQxR7jQuDy0,264906,4
0.691,0.809,9,-4.627,0,0.249,0.458,1.3e-5,0.437,0.353,148.083,1deEHcrf0gPA93fT6OEBUT,199000,4
0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-5,0.114,0.506,141.916,2QDyYdZyhlP2fp79KZX8Bi,237258,4
0.816,0.781,1,-4.237,0,0.0425,0.692,0.00935,0.0835,0.937,99.95,1PoJXULCvl03b1fiZmMxmd,185899,4
0.829,0.776,11,-6.612,0,0.0492,0.00875,0.0237,0.0544,0.919,123.044,6jdmqJdqBswzP24L5zr7kb,154634,4
0.849,0.88,4,-5.178,0,0.0935,0.142,0,0.146,0.704,122.073,1C6bP1OpwtZO2RDKlQfFtW,170164,4
0.673,0.429,2,-12.026,1,0.0783,0.618,5.39e-6,0.605,0.901,80.191,6qI2dfm0r5MoqxSr9H8ipE,257000,3
0.487,0.74,6,-4.973,1,0.0944,0.157,0,0.612,0.522,73.779,2rPHUAeUPbNgTmK18FPTiZ,181688,4
0.583,0.258,1,-7.975,1,0.05,0.64,0,0.0655,0.603,131.94,70I8HKx7SXWxOWA4R1GrM9,194430,5
0.766,0.517,8,-6.302,1,0.03,0.534,0,0.228,0.73,109.054,0ecAxY4uqROZWKSUaRVCK7,137091,4
0.336,0.823,1,-30.637,1,0.445,0.811,0.613,0.487,0.0113,111.895,532tpWSOUvNbgrS6Zk2dRT,409937,3
0.611,0.845,2,-5.135,1,0.258,0.0565,0,0.55,0.533,170.165,0UB9cvXT0lBEhNSqL3nirO,180707,4
0.837,0.44,0,-13.068,1,0.225,0.506,2.73e-5,0.27,0.678,144.962,6ZhyRBXBHaowf3w6p3pJVM,155293,4
0.734,0.63,1,-5.36,1,0.0976,0.163,0,0.227,0.553,95.94,4O0U5wvdZQduuGr98ZPr3A,215080,4
0.724,0.729,4,-6.949,1,0.0373,0.501,1.18e-6,0.143,0.685,95.03,74PtlTojIueWYWwYyEsI09,272835,4
0.593,0.539,7,-5.946,1,0.0349,0.407,2.31e-6,0.286,0.577,91.98,2NtAwdkesWt1QkcMTe4IjN,222814,4
0.729,0.373,6,-8.118,0,0.553,0.385,0,0.0813,0.168,83.596,6IF4pLIwpE6X0SYp2YgmdV,166429,4
0.825,0.453,4,-7.429,0,0.227,0.127,3.82e-6,0.0838,0.496,99.974,2zYs4BonN2ydkbrRk333SN,211293,4
0.718,0.666,3,-6.624,0,0.0489,0.159,0.0994,0.129,0.699,100.014,1rDETmcizen79JghAEm1Se,215813,4
0.387,0.583,9,-8.847,1,0.073,0.241,0.608,0.0875,0.539,130.319,2oMfmic7Xd6ZaspWJiDblk,248440,4
0.379,0.207,6,-11.184,1,0.0274,0.721,1.01e-5,0.209,0.129,65.951,1s5ggQsYhH2TNhm5ZAO108,249234,4
0.714,0.686,11,-6.333,1,0.0445,0.203,7.76e-6,0.102,0.828,127.015,1bQhZOoXYqjXs7u7rFXo0h,231653,4
0.748,0.796,9,-5.564,0,0.0663,0.0266,2.26e-5,0.111,0.486,113.054,2hg5f4dLHsu4hBz6oFaCdV,213145,4
0.737,0.586,1,-8.204,0,0.133,0.152,0.078,0.286,0.172,132.977,1AoQsB9ezUA8hIX3pK93nO,176574,4
0.509,0.264,1,-12.214,1,0.278,0.784,1.76e-4,0.0816,0.235,104.542,5O8fA2qoSAtzHUFqZe0KJQ,194182,4
0.696,0.668,11,-5.033,0,0.11,0.00449,0,0.102,0.52,160.015,3nd9UtBDugmxTwhSOzJE8K,124267,4
0.667,0.301,11,-8.872,0,0.0298,0.656,0,0.123,0.412,108.013,51RfmEkirQkuND1jJqfltF,191947,4
0.729,0.896,1,-5.378,1,0.074,0.183,0,0.336,0.848,120.038,0oWEKdOaSIKqI5uzxvXs1u,201427,4
0.624,0.371,7,-9.193,1,0.041,0.791,0,0.408,0.921,103.799,2nZqVGyZ6zUp1Msmx9mvaj,71933,4
0.515,0.289,5,-8.899,0,0.0744,0.322,1.57e-5,0.122,0.52,153.75,3I1lXaKt0XKgAKx6u1hlE8,210880,3
0.764,0.523,2,-7.371,1,0.0406,0.777,0,0.352,0.962,118.671,2Iv6YBslkxslMJQsxshZh5,199720,4
0.669,0.937,1,-4.596,0,0.313,0.31,0,0.327,0.666,168,6BIDtMbV7CFKclD6mws9Uo,200000,4
0.475,0.875,2,-4.558,1,0.135,0.35,0,0.533,0.585,164.028,7MCKsjVXmUxWaHT0fGMuYh,166846,4
0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,3RAFcUBrCNaboRXoP3S5t1,284120,4
0.214,0.969,11,-3.924,1,0.106,3.47e-4,0.246,0.138,0.0369,159.948,0IRDPEW2SCzUPr40xLfTiG,355540,4
0.446,0.477,0,-8.914,1,0.0494,0.933,0.0229,0.735,0.162,102.093,7EQvo9yVJoMk4qtIjRR57h,112960,4
0.543,0.572,4,-10.292,0,0.0403,0.0349,0.0116,0.106,0.0847,140.12,0uuFNtfwxv04AtdWYJ6wsW,175422,4
0.759,0.579,0,-5.914,0,0.0566,0.0286,0,0.0631,0.729,123.972,6nIzYMzQmqvn1aV0fmhL78,225975,4
0.62,0.286,11,-16.302,0,0.481,0.541,6.85e-6,0.154,0.486,107.941,4QdE5kWheGlziHAtHoClIZ,112977,4
