id,popularity,label
3OLcglG6T7MK4WOu1ahq99,16,Multisonic
0uEoafTA875Dqw6hJDlrJ5,41,Idrissi
0E74lJz7EpijEP2YDHGDYh,47,RNG / EMPIRE
4dLvnecRainOPBdm0dk48k,0,Playlist
765IhyxHKcANRudYA4WThx,34,Universal Music Italia srL.
2xItgMZam2UKPmBxw4c85S,24,WM Japan
6RTm1p4fCk1rLvtVm6awPp,40,Bra Musik
5bTVa2TBAIdd3wKPObvDRB,32,Universal Music A/S
5phDwq3mKZdLiFxyRpgcCV,59,RCA Records/Sony Music International/Sony Music Latin
6zXxLhGvIqsm9ThiY81lmQ,51,b1
3NU4w1HgOPVlSoISJPaaaG,31,SONIC GROOVE
1CBMj6DvwIXUs2Xxsdjv91,33,Press Play
0tcExuDWMQdBbwSpqN8Ku2,71,Jive
2uyE9Xdc8TGIlUgShdawwF,25,GMM GRAMMY PCL
24nJyXESelXN4Ye6NqHBPU,26,Playground Music
5irvEsHAoITQtO3UY2cLV5,0,mons
3JZERpVwieTz6Epe93Ilmx,43,100PROMotion
53ZfIHyk0AhUHeVRBCIl64,65,Island Records
0Ek62Ne5duviKbuc8qwoBT,16,Takwene
19fahTCU9mxUrpcxi9wFa0,36,Universal Music Division Island Def Jam
2PgdVjegGJaVllztoPzNYN,26,Universal Music Spain S.L.
40NAYKaH2kunIFGYuoabrd,0,Desi Family
2bd3uP33dO3txS1KDkOf74,0,GMM GRAMMY PCL
0LVWHmT2F2KCeu6N5MNQT4,16,S44
4v3TBbpmdInhU1qpWUGBBb,50,Phonomotor
4Nr88gbOjCwRcs8DDmzVLg,37,Boxx Music
5GRnKBvD9np2k2WlUS27So,23,Spectrum
1pN1QDWClDjdZGfhg2oehS,0,Sin Boy
4ZDWL3Y3VaVFij5zemHLyQ,0,Columbia
5mDzfXMbzkTaXBfAviurbl,39,Rec. 118
0akASgzw86EJemL7C2toDg,11,BNK48 Office
1S1AATcHH4k9LbzIIwswie,21,SEYHAN MÜZİK YAPIM
4GjXrgG0mii92jOX1S4J0S,47,Warner Records
48kRTccY4Ii9qyoT6fxRVh,70,Columbia
76A9vFXbWnZZTSFp8bSAqV,12,Alfan Music
184WWEWRbJuz0FkayXZUiD,24,BL / Cannibal Records
3welBzdNzZf15iXdLCjJvl,40,Три дня дождя
5oaZO0KQQ1XMXtpXTSJrVC,0,Lauda Records
3ZKMyugEDIM5Pk8MFLe3AD,37,8ball Music
6xXHAZUnwjIRtZwGrHrhKG,0,Covi Quintana
7iUmsB7eRMLpvebU57KMv0,57,Newtopia
6dAgRb5EX9YVN3bIGtHHyL,43,Nettwerk Records
3S86cT99FDJks6i48f6Osx,0,DijitalDagit.im
7KuX0qEAZtyeC6O1R0YYna,55,Bias Beach Records
4OmeLOCDDuy2KAlujlRbRb,24,Universal Music LLC
4tG1cwsF9tq2ieqVSVo3h2,34,Genie Music Corporation
5xXBx9zDKV30JlOnyZLIPk,0,Ffion Music Production LLP
09eT5ZvDYDWUqr0fDqy0V8,22,Moja Records
2GKpaZyTVoUcC7IE1qAIlW,34,Berliner Plattenbau
75akt6rt7ajoRSXRD0L3dw,31,Registros De Cultura
3YM4hKZgnLShomEhcD92wb,0,Neptune
0Puft16437sjMiZVZIDqlX,45,Universal Music LLC
4v1yHjS4kzpCR0QqUrBl8X,18,Dark'n Dark Music
4DEvmNrhwUPpy5Ts9IWC3B,30,2609795 Records DK
5hw3dK4QRlPVWVmuav9o94,28,What The Duck
5VQrinuDvIoviYnb9iWMQo,40,KAO!INC.
7DGmNg47gBo4aJZy2VJB1U,9,AsiaMuse
3EMgPRInWPJWAMdLJYJmTw,58,℗ & © AVD Digital & '96
3DWIJ5FiBmyb1jBSPHFjbT,44,Minos - EMI SA Distribution Deals
17utekM9a95MchXbkbh47k,64,Universal Music Argentina S.A.
6mJqsLxn3xy7XgQjrWdGOJ,37,Me Records
14BQpvSy3VpMoictHthHII,0,Tropa Produtora 81
5cAd6WOG1zVNQ2KDCOLtuf,78,Epic
3Lx6gF1NhpaJGuWMzp5x6W,0,Universal Music Group
3iC7ssGALeNxlWakCpOOWk,50,Southsidemusic
3gpPwHEgZWKbgb2WFyWMaa,45,Tylden
5vcfOgNEW5sNFbuklvmMNI,48,Pon Your Tone/Juni Records
0Qy832o1G6rQc1vqLWzYop,51,D'Or et de Platine
09K53TLaJZ156prccNvwuS,65,RCA Records/Walt Disney Records
1ILNzmuEUpoT2uPX6HAwgC,37,"Rock Records Co., Ltd."
4RTzwKeZd6nL1JQxRG6CFU,56,EMI Records Japan
38dX6StQLfZKgDzxmRLgZR,42,Universal Music Italia srL. (Sugar)
0ffKVCUKjqsbxWNg0KkBFj,39,Banger Musik III/WM Germany
4LhUmodha0JXdeprjOZpIh,0,JL Music
519dNSSpFOivv1krsuQnC2,51,Musical Productions
3PO9OtQdvCDJN8zDLtZiYd,58,2Pac Greatest Hits
0Pjp31DH4uBcFUi7w2QCCt,0,Galactic
20jYcJane0oI7VoMNoEOJU,74,RCA Records Label
0qG0Ij0WCn6JgWREX8eAaK,57,WM Indonesia
2gd6TobdDVuOwzuzb6xL3f,67,Banger Musik/WM Germany
7gvoAk0n4PZG1uAkmN0gAb,8,Ninetone Records
4w2mFsi8WKeGFklMhyipnb,54,Sony Music Entertainment
0O1PJ0t69iTO5yWrIeIga0,75,South Coast Music Group/Interscope Records
6cMXspXu0DcabQVbr9RENX,16,Universal Music LLC
4AcquJvohFnA1e0vEP8qGm,47,1Cuz
6CqsldZjVGphwQk9wEBiKE,59,Warner Records
3C7cU7xmhyQgXX6F7r1DnA,7,Yin Yang Media
5ePgT5gDG1hA9jVQuJEjqs,48,Sim Music
0VMxvhfpbPZhd5KWUCu8ub,35,Supermanagement
0gA0nZrZ55PLUp7ARfrICu,78,300 Entertainment
4AODHfxPGTDLHyAyMWQi52,56,Walt Disney Records
2LvilhU3CYytbpnft6GSr2,35,Cardiac Records
4VXyVNn2TBVVXnOdPgpVHm,30,Loveis Entertainment
3qWDvowoRCagekQzlYHxzz,3,Universal Music Oy
2imuPzHO3KOIVKMSZugf2Y,68,Universal Music Division Capitol Music France
3ExVKihqx4Gyvq6ao4Ai0h,0,Colors records
3JzyYQj7OL4U4uDsDg77kj,4,Teee IAM
0nuSy7w6zQ5Rzu3PW4Ya1R,42,Syco Music
6mK3LpIf9KAcHGTNcYgluD,42,Arpej Yapım
4ZlXNFH4uuKV17hNfVAO4m,59,SN Music
7lrAkCZ6qM0iImGLpI4bya,0,Legends Music Group
6C6Sxbf9lDZ1QGp6Eu7lJp,0,Dbtrap Records
6yjAQKNvPjnpqiDV7MC38n,48,Tôt Ou Tard
2BFxxzYfceVWjHQvIxinDi,14,Ninetone Records
5qHIeth0mZhLj9TJnVC3RB,0,"Never Broke Again, LLC"
5GJODuT7ScKILZGIwmMCW6,60,Universal Music Italia srL.
2UXktIEFYGklisfCV1blgf,19,Solid Roots
6hdsW4RAXUmbozHhbrv3ZK,0,781846 Records DK
4CStoUwRz9btliF9U31Cl4,9,só hits
4PPMDDyhMU5KVaqCipthef,34,daWorks Records
3EaB1G5mYgUYtvkuP45c5e,37,Major Movez
7MNBXNVJoXx5TiSrk2YJp9,60,Какая Разница
29jsUkY9ODz8bixFpkFJrg,0,Universal Music Spain S.L.
3ogWk6iwQLWHYFLC0B5unQ,42,Sony Music Entertainment
4yOJ73Omadt28DZzNEBWhG,36,Lix Records
5F28CYH1nCiqdu8HTG43ds,35,Sony Music Entertainment
5JnLq1VkujMPrkSpqEc8UJ,36,SM Entertainment
1E6QB7Ws0IgnB3jq5aGCLW,26,Universal Music Oy
3dUcXIoTyemwCwKbc9YDld,0,Oscu Records
1KmL1EZ0Pg9Vj3rPYMDqHY,67,Sony Music Labels Inc.
2hHDTcf1MzvkDdFm0CEujn,66,Universal Music Italia srL.
4xIKirq98Qelfsl2l3ZnaM,43,WM Sweden
6luN642V3GXahnbHSkMRu9,54,Universal Music AS
213gj1tqcvMdClmehgIUoU,26,Music Art Productions Inc.
6PCef7gbVr1a0zqcgtQSfz,0,Universal Music Group
7BHXmIJzrCn4GzeojihNvb,0,774371 Records DK
5IzlR00fkhX4RZcEzcVeAM,53,Universal Music Italia srL.
2maX4LyB1EfbKvUp6SXYRP,0,SCPP
6fVAR5cqoFiOFiGPsibZYE,68,Seeking Blue
2JEDJDnlszBVH2kSkNpgl3,0,"B'In Music International Co., Ltd."
7s57lpN65cbndWuhqXdraW,37,Universal Music s.r.o. Distributed Labels
3M1OGkl6Pq0sVI0AvQkl9o,6,Seedmusic
6XNemu4mkfiieJXZCAF1P2,22,Universal Music Spain S.L.
5JNn5zzCbLK2f8GzOT4Ugz,14,Seedmusic
1zwr0IsGBKBoScVDeYTIMC,38,Toekomst Music
4GMy3vaWUb2qsnxpVoU7VV,9,PME Records
0dsmuMHeuKbbfwiG0SJMNb,46,Jive Epic
66rfj79bCNbBRnHfnmsJcN,30,Epic
5Zx916ww3AYy7HDaK9t2yI,20,Quatro4vision
1eJoQepnaVlt8UFMrz28gP,0,RCA Records Label
2CTVBdHAHHpKKOcilUBaBQ,38,Urban
64UPKsZlTZdc5PsCfzIrbs,22,Top Notch Music BV
2Rr8oaLF5yxRRgjacZo0ay,14,757470 Records DK
2f9klDEUdTXrm2LMeXysfX,0,Jugglerz Records
1GADy1vYMoQk7NbQDkSIFI,25,WM Norway
2JItaBXRJ79UDFxazDy6p3,29,Atlantic Records UK
1vTeKFuQduZ4pGXUcCvJ8v,19,Õunaviks
5R6zdpQ4MYdVKnxpeR3YxJ,41,Ligna Group & Ostereo Limited
6J84szYCnMfzEcvIcfWMFL,86,Elektra (NEK)
6VpkfYz9MkclaPPEItH2XJ,43,The Basement Records
1iyn88en2SMsBTW6JEUMmf,41,Takwene
4JiMHleRdK2Eun3t5JwZDA,6,Ice Cold Music Group
1P6UQ3wWvVyFH7Y7cuDu7M,44,TWNSHP
65Pp2tO1Ul66KcCmmkRGWZ,73,Rich Music
0Xef0UhsY1XWcBPEyhLrXY,13,Faisal Abdulkareem
2r2wkvNnty12FbUVRranwM,44,WM Spain
0qlLO0IGZ6zB5ArZVZeMMr,12,WM Finland
1KQbPmTC19iJQpzcOiFAor,0,MONETOS
3P2WVscKQVOhj2TxPd6EjU,7,Thaitanium Entertainment
4BWQ9joNVCXqJnSOG9hHI9,0,Independent
4dsvMcDXIeESumRXye4aCS,0,Universal Music Group
1qtjgmL37TcF8hTD8D2TtM,29,S.S.S Recods
4F2Jq4vKebkb24eCz7GH3c,41,WM Denmark
2TtxKhlYqwpHyM8e50TdfI,0,Animal Stories / Noah’s Ark BV
2iObUozOdxAw1Dag3mHssf,53,Saad Lamjarred And Zouhair Bahaoui
1iEkC4wnDLSxETWH9aimlP,50,Keren Peles under exclusive license to D-Music by Hed Arzi Ltd.
64nFiGPU806gknAXCsCkUr,1,Amici 20
0a5zZdy3BWgS7GwPYoRdx5,14,Sony Music Entertainment
1J3WY4fTWBkaoaVTOgoRMS,44,Universal Music A/S
2lLcMACDvCkys7KuQamg82,53,Epic Amsterdam
6XEFg85VYJovXxOL8qpmI1,0,Universal Music Group
30DZAdXVLFlceBvQoCwWQY,34,WM Czech Republic
6ODmWTHkpQqCCuaBY0VAXE,44,Universal Music Polska Sp. z o.o.
5WxbWFIGeqnc0QkKQz3OH5,48,HPF Music
37O0Syq7Db1kydzUH8TbwB,67,LVRN/Interscope Records
4E9U7vlfoRlUIi57xcO53W,56,Leader Music
2RncuGeNJQRL0ERagcpBmE,32,Sony Music / Für Dich Mama
2yV8VhQYNEjWK1bputQyrO,22,Universal Music Oy
59PCAQzkmbvXWISHbt0Tmk,33,Sony Music Entertainment
5WUUcSg85Cjj24teCEGzIm,34,Universal-Island Records Ltd.
5SwrMXwmtpvWYxM9JS0NeJ,0,Universal Music Group
0333LF0akEVE5xEHNtCNkh,46,Universal Music New Zealand & Australia (Distribution)
3ckS9PjG1wgGbMuLKAUkk6,47,Sony Music Entertainment
5gzHZq0o0Hh7YGqyXgyyL1,43,Universal Music AS Distributed Labels
5ykM87vbq5sySaim1rhLBt,55,CROS MUSIC LTD.
6yIWkS5KhJKh2UZ2IWAGUd,44,Highsnob under esclusive license to Believe Digital srl
43ZVAKUbqkP29gCxJb3e3l,0,Universal Music Group
6jDNRmHE2PyKqvOOuhklHg,49,TØW Records
5utM2i5Byv47wlEpLFlcYI,0,885260 Records DK
3SwBajIGtIPylPqzWS9V1i,65,S2
6NHQH7NQ0fCavOH5C1bOnJ,30,2Live Entertainment
4PkP5e7vKvUq4qJUWdc172,15,Mostiko
7HCh4HQHDNZkXphOzb6ugT,74,Only The Family / EMPIRE
2j6NYLr49lARdd28xK9M2v,40,Sony Music Entertainment
3ZDDifGWUDp8KM2i6iYE7g,60,Sony Music Entertainment
6n1BdVRl12hU1VDGncyloK,45,Heaven Music
32njaDQMhbDvnzwXD1PpGe,18,Universal Music AB
1bOnITzPd5ZcdxG1wcmfF9,32,Grappa
2mpaxtMLAJtOdv0WTSSnEW,26,Helicon Music
7FIf1qU5LN5zNWKL7R8dYL,57,EMI - Kent Elektronik Sanayi ve Ticaret A.S.
0tm8uER1ZGdUFGKUg3QTud,65,InterestelarMúsica
3Y38oJv3awjPK5dPSVFYgL,41,Chapter One
5KXv2MHeoLSqZ96jRuFF9H,80,Hell Beach
4r7zP6SpM6igGKGQn8gjYl,0,Seedmusic
3GU8CcebqFXSpXPwyhpAoD,0,R.R. Agência de Música Ltda.
0eheYN30LAv1D8turcb5wI,0,Play Hard Records Limited
36JFgE9XXN3x1jcMwYlR86,47,Spinnin' Records
35jlmXrdQiZ0PxECTrkvup,33,Sony Music Entertainment
1P22KqOmBW2NeZsnhYseuO,24,Sony Music Entertainment
4iiHbiwoyNUt3TR7ltuhf1,32,Minos - EMI SA
2lbGOLA9bXoP8dGElcKBZ9,43,djfelipeunico
1J6b7W1nSHH7BObK8zIoEY,68,"Ultra Records, LLC"
7doiODWQyKIBWHrvHAccek,41,WM Vietnam
12eKDp2cSpr4WIiOFZZHXQ,39,Vosound CTM
4LK9HsTrOtqce5BTtrCUkO,0,TINA LTT
4cYdSJmM7rGv7kAl5bDDni,35,KMN Gang
0nfKnUG2C5Bi3bg3WtZf9A,52,Scorpio Music (FR)
03IYqrR1pFpSIRi323LrwW,63,UMLE - Latino
2VWvY0PyvW7AVTTsEwCIjN,37,Streetknowledge
6e44fwhTKjdlJOwq64ZLv9,29,nextra sun motion culture (beijing)co.ltd
7zQnRxcYldVQSApmV4wmok,38,Mahzen Media
7Fr1UbMBBjPBYOOy7NQmkl,59,Rec. 118 / Diez Peufra
3n5AyYMMxamL0YIcGogK13,0,Universal Music Oy
5HgMaKxlEPV7xXZ7BOHOS3,26,ForYou & FakeFriends
4CLy9bqcomutoGY0txQSa3,54,Universal Music AS
4VNUfBtbxnBGDbhiGuRiw0,54,Sony Music Latin
4tlQwzzUyrIKgl8XiMKjdZ,22,Joker Two-Face
5MppO5ufWRVVYMORmnDe2z,38,Rock Records
1i3kS1Qq0LpjaoLj50t1KC,0,BONUS MÜZİK PROD.
7I4wO856fxdMD5strD8kLb,17,Graham Colton
2pCdLrYH6NvXDrqQImxLN4,10,WM Hong Kong
3uZhz7COkhCVOc6NrOhdu1,34,DOĞAN MÜZİK YAPIM
1HIexOXoerkPNXfnkhBwjn,0,Coldly1989
4et1GgNRTOx3xpK81Z0iOn,52,SM Entertainment
41Vwyh4EilNUDh7Nj0Au2S,0,"MILLIONMARKET Inc., OFF THE"
0EKm3aZ46GWhE31rdKY5oj,67,Atlantic Records
0PkUaU74NklvnV6FLfqoES,36,Titch Gang Records / EMPIRE
32WWuMcluDDWHb7N0bPmzU,55,3513127 Records DK
64pKCWxkolItC0ARSEsnaR,0,Nadao Music
4R27A8k1kX8xM7oERRTJvr,34,B13SAVAGE
2ShmjOzLhPCpCKhUbqRheZ,7,NBL Sound
5uoW9SUUtQ17G3pLHwdmV9,52,Leader Music
3GYQv5tyBw5K98yyV0h9lE,30,Polydor Records
7EtnX5JBfhzhGE6qBuv5t5,23,SoundSfera Production
4t3VrrqFzhZuRUyuSRFr82,46,Tankcsapda Music
2V08aBAH4dzsKYtQnKKj2u,54,Grupo 5
0sYUGWKtNYti1ra66zy40Z,35,Sony Music Iceland
6fv0WaNh2nfsOJ0biGUQe7,0,Universal Music Group
0UEG3km1FB7nGZHwiSun8x,72,UMLE - Latino
5eLqcFc9iQBu8KMJtlP7KK,39,Revolve Records
39e5HXA75mhAzLCiBUK1eQ,35,Donut Entertainment
1RrXkWJPDqx6W8ZsJTXYAb,0,Universal Music Group
5kcBHP5GH7fsOJLwVfXmx3,73,CORPSE
1IGtVtVZBsQEYGSwaY4bLQ,0,Rich Music LTD
6aihn3huRuRNqouOcdPmRX,47,Atlantic Records
0VlddYR4HKN9pv7wt73R1N,29,Digital Sound
54mhj1qCygkWc2pwtT6XYL,29,3enba
1OP0ijV5V0fLlcdsdtYYoi,23,Friðrik Dór
1btu0SV2DOI5HoFsvUd78F,80,Grade A Productions/Interscope Records
7wbJVso47oQqlXuutMhCPN,32,Gold Typhoon Taiwan
4xkM0BwLM9H2IUcbYzpcBI,88,Columbia
6aDoYHx7IKL9WcQ5K1qW5J,19,Honiro
4Wexc4zcALjTwZRnGJeLf4,0,Universal Music Argentina S.A.
6xH4CWcs11crIsZJ16d5Vo,32,SYNDICATE RECORDS
6sNUelgfRXdVV76YIOuGzY,0,Yellow Submarine Studios
1dqpp4x6INvpr74iQwCYz0,23,Mobile1 Music
5Yare9fqXw3f4vuwj1IIqi,49,Dolu Kadehi Ters Tut
4EnNuo8fG7dMoxMefbApRY,65,RCA Records Label
6EABfE8pjCiv2jgoFlMhA8,38,Universal Music Polska Sp. z o.o.
1igatws6rGBJBAsU8huiRJ,0,Ayoub Hamdaoui & Anas Bennis
7phDO38vZACDmgav2HK8w2,0,Rimas Music LLC.
1mmX1IoWUMzUlfAYtYV8u8,47,T-Series
58CUHR5qPxb5vj9Ixvu8PD,34,Universal Music A/S Distributed Labels
7jVsl3Jg35KkMmhFUzVt0B,17,Elec.Girl
5PCQtgStgFE0UMZXd9YuYz,62,2019 Casablanca Records & One World Music | Distributed by GLAD Empire
5QRvBFuOavuQGxmJ1PHK3l,48,WM Sweden
5pLT8GOnISITaijo8If0vX,32,Columbia
54y1EG96sXi5keBwd8kpgw,52,1743996 Records DK
5DvN1zb4QS6nyh93bzGpxx,23,Katakombi Oy
3msHf0qV5lDFgMeA9TphDh,15,Nettwerk Records
6R1cXUvtYE6aG0sSYscCHN,44,WM Poland/WMI
04F6O4STIiA825CfPjGsg6,24,WM Finland
1ZhTOjJnrrjxwxhLnuKpEK,13,Made In Baltics
0VbjQH6iXN5VdE0OX35cpD,74,QLF Records
1grQXv1qJbhubOAYEeIOW6,50,Sony Music Entertainment
3UgKEjX615shMYzj7O9u44,9,TAKE A STEP FOUNDATION / ICE KING MUSIC
1Sd9u3hCIoSFcbYdjlyVWU,0,Cloud 9 Music
7rBfD06QEMdQbCIWWDseQ5,56,Pitched Up
3DlJt0IZ2E2YHTdyP9napb,63,Century Media
1TD7woFEdcx6d745qgvbl6,7,Tonada
5crHzO0kyQmmI23LINH9AO,37,Universal Music A/S
5HVqsBRoZrtiYlFxYDbOpc,21,Universal Music Spain S.L.
5s3XgmqI99yW0wNiW05SLk,0,Uggly Music
0GbieIGvbmnQzHYQAlSH7U,33,Outta This World
5glLEM78dvTDoN8MSjM241,59,Republic Records
6F7ojCV61cEoY5LAPHh60f,45,Prime Corp Productions
5k7Z4Ua5eEd6O8YUctHprK,15,Alda Music
3cjbI6VfmhS8YONh8bBqxF,44,FFRR
2v6SxsjFheEb9RlG7szJIh,0,Spinnup
5aSxeWoo1D80vnbj6iIcva,9,"NAZAAR MUSIC"
5CbAkj9eMHWn5K912F7ENt,45,Epic
5WoxyOzH8vaIAzWhURLcDy,0,Big Loud Records
507DSnX3hTUOiBiBEDgwfx,41,Columbia
1diZXhFKWvBHJg6YMEZ74b,60,Monkey Puzzle Records Inc.
3bAq5agU2IUDfDuO4w50aR,64,Vertigo Berlin
09vWMvGsbMxlVuFS7hCsf6,70,10:22 pm/Astralwerks
5u8oE40OVxXxCwcvW2rnrq,45,Universal Music AS
6fZ0N6R2LBIIeUYlz5uQjJ,45,RCA Records Label
5kArccOTc9R98l8GF1D0bF,70,TALTO
3nSUBmz9R8X40FVxDRxPb2,27,Rock records
2ycs94AAImsHGFkjtADpqD,0,黑市音樂
61u1EO3Qd03VFR367TQjd3,20,RCA Records Label
4mkViiqf8RITWObhQJDrsp,32,Helicon Music
23dQw5Xou7F6y3GGWAgZPS,46,saroute muzik
0W26jiUrelF5wFU9NupE40,26,RCA Records Label
1W7DUFpD0ilrM7xabCrFfF,29,187 Strassenbande
2MxcbOGFi99D9JACvj74AH,0,Universal Music Group
7CNFzvk0P3x1Lj9CFBqBk9,28,Universal Music Oy
6nK8oDkp4OHWZZd6zVPzHY,43,AWA
1raIrRjIUMpwC7d5hppItN,7,Reina Music
4zIQ8WjIIOYkckE89mdm63,22,Rokka
07QfxZlaefPYTHWX7BPkcV,0,RwProdutora
2i8LSt217Yw5X0HlFtkjVY,27,Gig Records
0G8V9psVXFVBHiFJYQqOxm,43,Piper Music
71JEX5Lh0AcupxehRtaBzM,10,WM Norway
3WcPb5LktyXktr9ufHLm4v,47,Viva Records
1m9xPKmhRQxFfh1opH5FJ2,35,MXIII
3VaV1gAZfolzxzGGcZQ0zV,37,Adghal Records
4821N3bfPgvshXsCJKRNCe,9,Universal Music Spain S.L.
0UsTJg4H985MZ3LizoPsQy,20,Minos - EMI SA Distribution Deals
1rensXE5SajlXOH3Y7hC8Y,0,Sugar music
6qqtJ091IHg85BCo7P4E0i,0,United Stage Management Group
0evHi0UCHqXRSofSW6bzLR,0,Wild Dogz
71mmLBHvUeoTSFbyCueLiX,58,Space Music Records
1pRF8GkcT5PZgWqdhMEHvY,0,Rimas Music LLC.
6A2PiRuuWL7BmLHnshhxjf,0,Capital Music
5TMx6N4aeKl2yq5ot9lx3h,9,W Master
2sYYOCv5fdgq9FzKpsOZ9W,31,WM Sweden
0HXKAvPTxhQUV8MMC0Kag9,57,Sony Music Latin/DALE PLAY Records
5MmSTFdctT87MNim62ESRQ,0,DeborahNapoli
6m0qCpOaW5slncYsDpUJmY,39,SeitenaufNull
00Fi07SaBhLmJNsyAhinnU,54,ポニーキャニオン
0bd0fsOm1cB6WMbCSvs4yd,30,Lembawe9
1Sontm1UZXDHnh5PvRRZoE,0,Omer Adam
6jylIgilM1qWMTw8OLr5ED,28,Redline Music Limited
7wyEWWnkMq3pMPPx8F1899,67,AWA
78yYCNxcHTH0Ugsekj8kbQ,55,NITRON concepts
0aRCkguY6j2Rn0uMpOYVNN,49,AVRUPA MÜZİK YAPIM
7E0iUBWxU11g8xFB7p0iMY,53,Blanco y Negro Urban
0MrqrwAs8ESY6E7Sz48ezs,0,Warner Music Russia
0hQizcsxbRraqWAJl6bRbt,35,Universal Music s.r.o.
2e6Hp6xaTbUDVzcGLNTHm0,73,WEA Latina
3fpfwOe29j50mBCJnNycBT,25,Digitalmundo
0OEyywWgGiT8jV4NX7C1IK,31,Montevideo Music Group
4VgkYtDFyxeOIzq7hK10AX,51,587781 Records DK
0UMFUzFLpW8IYEbtcV3bFn,0,UMGRI Interscope
7fsU6pyrq6AKkucdXwrPWs,62,Universal Music AB
55228F4QRlYDzJ4H02tDHA,53,Mi Gente Remix
14O6xaEJZmrnjKUbFgfDxx,26,Sony Music Entertainment
2ibLsqb4jdCcfC7iy6PZCH,51,Avalon Music
4vZksStTh8F9MDZO4yO6Xr,0,Matador
7mP7AFehQDonPKEQiXvpvB,66,PLEDIS ENTERTAINMENT
5PzrmeHkX1u2Gt4j4O4oYr,53,BMG Rights Management (UK) Ltd.
38FZzE1ptRxaErvJ4BgyyT,47,3P
4qG4QOQdwo9nHbMVHfcX3v,57,"All Money In No Money Out, Inc"
0EEYxAUT2e2svHLaoUSnIN,41,BMG Rights Management GmbH
1M7OgaGvdOnHlS8X7te1mV,34,REVOLUME
2RVfWuRgD5Z5DD3vf0KzRv,16,Faisal Abdulkareem
08Bdvah5BgcjmxWymrV9Bl,46,Capital Artists Music Limited
0dQ80wpDi1kF8CpvIInxFI,47,Universal Music Oy
12yQO4oDX8b62BBayoyHRM,55,1965 Records
1yBX4momxGeF44eQOfsXCr,61,SBM Label
1cbY8LJoZWVuJuTeLtlMGO,2,"NAR Records Sdn Bhd"
5vc4XMeZ4QhpHa4UTRRYQn,13,1490977 Records DK2
0CXzz5NZ8BxNf2bnmEmqBB,26,Universal Music Spain S.L.
3HEQeEay1HcmzahDBZHFFR,37,Chapel of Dawn Company Ltd. & imagine.nation Music Group Ltd.
0uLjOzrozNdelnn4fJ4prX,2,Elektra France
4aeNffLCQqFOI00At81OFH,36,Blue Check Entertainment
3Je0m9sTjj2RpE6RLaDXlA,0,ILoveRibs!
6FaSiuwe7vbz2zhzLDMlEj,26,Minos - EMI SA Distribution Deals
4w5smDORwR3FMjHGvsxvMU,51,Nur Musik Ist Schöner
3aJTTc3qrE595VfXTvaV5L,53,Ashafar Music
723wthgUpMymoNyzovCz5e,0,Eagle Music Inc
7fze7ukhbwIcBhaGipkBEW,28,Fucking Aragão
7cWjEDATGxJStBGvp55Jmz,30,Sound African Recordings
2dIxVJoJpWTx9uZX8dgYP1,53,ALPHA MUSIC / igroovemusic.com
26pAno6ztmvWXhVeb0J25p,30,HIM International Music Inc.
1UZP4T8xgD8ZkKdutLRBhc,42,WM Finland
2TUxdFPE1LNuTRvGXcn3He,52,Petroleum Records
11oNwim2hZw0d4kWPrz6MD,0,Sony Music Latin
4rV5pw3EpFF3Lyepg5UQKF,0,Copenhagen Records
398SkIGIxwcSkkepQnzoR5,21,RCA Records Label
6rKdNr6qMocQs3Hf6iIqxr,0,Medusa
4RAcjJy0LKWlM5TgkNe37R,45,"否極泰來音樂股份有限公司 WRONGTYPE Production Co., Ltd."
3iTQ6XmmJO1eJLQrtbQIFI,26,Umami Records
4rE9C1JjyXWLBklwJTTVsO,0,Universal Music Group
3AAstLekRS65IAHHc6FOVz,48,CROS MUSIC LTD.
27FrtbVRNzJw0yXBENTm8D,53,SoundPlay
2mq0PIl6szXutOTmn4Vb6d,0,A Music
3FpZzXVcDdMEvFgsb3cp7y,27,WM Finland
17sjeRSsqrXrP8HLfC5dbj,32,Qualität'er Music
2Qx3M26c84kJ2q6UxHftfL,62,Sony Music Entertainment
2S4RVF6z1nFKoQm8EDWZEY,43,Universal Music Oy
1sETl1onOh3oZIAMn9Kfyo,55,Columbia
2hXyEw6M3dDrHzxMHMiGJ9,48,Universal Music A/S
7oxd8r5ovhnE67VLXEXS5M,55,UMLE - Disa
78n90xlN2FsdKfZRaNPfAg,36,Doğan Müzik Yapim
0CsLDXAj1x6Gt5YXbB8Cnd,13,OY EMI Finland AB
69liFkYe8iffXzBVuyo3we,0,1265836 Records DK
2oxK1EftfVHZmfvMaIW64b,25,Hakim
5IsVYhS1DirK6mnzQhIJNh,0,IM MUSIC GROUP
1qohiRlAE23H04uvVCEFnP,36,Above The Hood
6GIzEUMuSVY9TgdfZvzmBD,0,Universal Music Group
6w1DnZpr9NFdjd0w3kxRno,0,Universal Music Group
1I91nkG8Xqgpxn9cbkZ2v2,40,Capital Music
05wFqR99I4LBa115OfAIyb,23,7M2-Music
7JnRw2TyqBA2qEXGZZ5Za5,46,"Getting Out Our Dreams, Inc./Def Jam Recordings"
0LE9qiDtWAiIIzB9BUZljo,36,Issi - Exclusively distributed by Alda Music
5fwpPRRt8esgrC1LykgIsP,48,Parlophone Czech Republic
3qwKTyUo72ETzEtTwiaLKN,0,Universal Music B.V.
