region,id,top_position
Chile,1a5Yu5L18qNxVhXx38njON,52
Switzerland,04MLEeAMuV9IlHEsD8vF6A,21
South Africa,2WyRfGeHo97VC5mP1BBSzr,15
South Africa,7l2tmgUhV7Y2aJHjiszifg,55
Colombia,2Sru5y6R0mYhV9nEHMDWJ7,157
Norway,2Xt63x3cDcU28YVkfOxlyF,192
Poland,0Bi1P6LaAOZlxo75RmGb5m,59
Sweden,6fRxMU4LWwyaSSowV441IU,96
Sweden,56RVUAFH9NF8zhTZ5A9KVF,45
Costa Rica,3D5uEBD0cAEGZGUo5j9045,198
Austria,3V2pTc1zYbZGzHlyd3YtlH,182
France,08fiQ3uoQjtcLyOd8KLRiF,8
Belgium,5uEYRdEIh9Bo4fpjDd4Na9,20
Iceland,1MgWbGsTK6O1v5xlrPHmQ8,105
Sweden,5wecNFEk23bj7mrMCA93kF,197
Turkey,2lYC9vveo1wftbi4tMlgbH,150
South Africa,4pt5fDVTg5GhEvEtlz9dKk,17
United States,6IbCvfmmICEEAyDwQ9zcbt,63
Honduras,6b8Be6ljOzmkOmFslEb23P,10
Portugal,541VwQwtfDZUcm7T1TiSzt,103
Indonesia,1rRhkSL28ko0rj9k8Gvdlb,120
Germany,2vBET2pmrQqafaS6zIaYta,113
Germany,6uvtjD6fR4JG19JgQsKLjE,85
Germany,7oolFzHipTMg2nL7shhdz2,10
Czech Republic,2iwS33Jfev1QBiuhWVWZHY,167
France,25VUrDOMnM5j3FHxfJrB9p,8
Austria,3qGzO7CnDHKRT7KrR2JPFJ,167
Hong Kong,3pBKlVaeED2O2tU7KwmjIK,140
Switzerland,1WiUE0tJ61jWpN3hKxWenz,78
Czech Republic,5ESJINHtOXLh3KSsazEfRf,125
Greece,3w7f3tVTdlYxWeeUNl8osr,117
Spain,5EwwwdsQfKI8ZnFG93j5Zu,176
Ukraine,6f3Slt0GbA2bPZlz0aIFXN,4
Uruguay,3Dwq1oiOFys6Sxr5SslmXw,118
Hong Kong,602V2uSmmFClYlbFbT5deS,46
Czech Republic,5Nz7GXVeTvdoLshwMTqVKL,196
Czech Republic,0J3SIAOndpL1MS2Vq2RMQ9,1
Panama,6FuGJB290AQMAHTfjOYVaK,105
Indonesia,1sUcuZMuz5Kn5rATfzL77v,31
Uruguay,2scOpCkXHdjx5Pba0T1S68,63
Brazil,5tpvDlSeYtwsGAyGsZ35wC,134
Estonia,0ITUNdnU2fPwrupxXKzZ8k,8
Ireland,3PgxWUQc4HJoQMj5Kp5Mcd,175
Denmark,52BdtZyb1o40b4ZwUZPR3v,38
Viet Nam,5RTTbvS4VIZDou6ueFGHyg,89
Brazil,6UZJOc2HBrTp9DYfir9N8n,7
Italy,1NFLrLl7zJGCzyADXKxcIq,13
Portugal,1iSqfoUFnQwV0QW1EfUit8,54
Spain,2SdwRMzLw1vKClRinPqtuU,165
El Salvador,2Xr1dTzJee307rmrkt8c0g,108
France,37eMlsUCHLlLbY6WSBZP7j,167
Austria,1Ld0mRpHXYXzIi95T064bM,22
Netherlands,7g2tl0ToW0kR3KOIYQHEIe,8
Switzerland,7ij8a4cio7x3PsjBQ3S0sM,42
Australia,4gXKQnK7G429gieHHY4Y7z,138
Costa Rica,5i82o3878xCPNCUK8VIeqX,198
Greece,08lGQ1TJyKzS7ODFODIcJP,42
Norway,6Uj1ctrBOjOas8xZXGqKk4,15
Global,1MksGqIztTT6M9R1ErKVs8,37
Mexico,35iionyYNL2IHmtctvwYAk,164
Sweden,5JkUNbYSn06ghlmu0NRUMf,101
Finland,6WZoHMuScFjrX3P8qg2h8R,154
Brazil,7wAQTVTggrFQ4bceY6e3GE,135
Ireland,2Y0wPrPQBrGhoLn14xRYCG,6
Japan,3BRHmDkirmIySxQF2M2TP2,109
Italy,4p0o4pBoJPxYMXKhYbRzzw,2
United Kingdom,0qxtQ8rf3W1nId3D2r0xH4,187
Japan,6RWaeePOtZROiS2kyQhMs3,158
Mexico,6T8cJz5lAqGer9GUHGyelE,34
United Kingdom,6ltPEsP4edATzvinHOzvk2,63
Australia,1wsf1YFQSYND45y0GzJmf7,63
Viet Nam,5TyCTVsBsHeeutZcU2uP5s,73
Brazil,7FXjPI4dE1Eian6Exy6VEa,101
Netherlands,5KCbr5ndeby4y4ggthdiAb,19
Dominican Republic,1dOligN41QzgZz7iU9UkOX,72
Viet Nam,2BVVmJQZv4fOPWavI9mkIj,11
Finland,4ak7xjvBeBOcJGWFDX9w5n,94
Australia,4ZDhpbB3x4hESa49UCCACS,195
Japan,5YeHLHDdQ4nKHk81XFWhCU,173
Ukraine,2tUHhci9HT6GofKZly8u10,19
Switzerland,0FfqyjhB6Kspvit1oOo7ax,59
Bolivia,2ZTYlnhhV1UAReg7wIGolx,180
Netherlands,5LaNMPhXyDfsDQjFZi3H7p,119
Spain,0dKg2vGC1hFqcK5LGTaKzX,59
Guatemala,28UP90XhjCovLtieduYr9P,172
Global,35QZaWQRkmnAVqBF1TLCxQ,23
Malaysia,0astAwhPAcagNfTv4GRYPv,184
Belgium,0Xek5rqai2jcOWCYWJfVCF,58
Costa Rica,3zoYQLfNEvJ7UvQ4em2vsT,79
Viet Nam,0ZizZPEO4jmzNQjnLCJ37o,168
Paraguay,4loQgPwJHocL3dFwLfjb1J,4
Italy,6Pw3Gvw4wNMZfTYZa6IQal,199
Netherlands,78qd8dvwea0Gosb6Fe6j3k,81
India,7F8RNvTQlvbeBLeenycvN6,53
Sweden,6J2LdBN97cDWn0MLxYh9HB,157
Germany,0C1owZaEPyDYRE1neQshxT,122
United States,7iUmO03ChCW5VZdaycM4aX,92
United Kingdom,4qy2jqC6mThGscpYxpNtax,89
Ireland,6puGVtKwILkssOLBywphhl,181
Paraguay,3uhBIQ7tv8j1FME8cFGEfG,127
Peru,5dZSiUfh0WcBzSeMbibj1k,121
Australia,3WaDoMDQRqDdgtCDLxanpN,200
Australia,1fzf9Aad4y1RWrmwosAK5y,90
Indonesia,0FRNzGATxvtFBM7jR7qJWw,96
France,7lthOBXNue2IvedLRfkod8,160
Belgium,3TAGTVYUxlz6xIjOHmL7eI,106
South Africa,40U8d12pC5UHqmHwXjHjjl,31
Ireland,6Ylhyp6ZL9SY7EdaRZ0k9o,149
Ireland,5euRP53moGQyGCsq8aNjvo,197
Finland,5MAK1nd8R6PWnle1Q1WJvh,170
Japan,2x3ap6Qz17LPDTUkk7Xbyo,101
Nicaragua,7eJWxRPkDDxz1UuSuUAyHR,59
Guatemala,7wrDRQgHlvDnimrRHfQZxt,72
Germany,5sAYqcQTEQbTbxdcqI4b8v,146
Ireland,6dpaekNzHZDhwd9QDayrbB,192
Iceland,6kmSmIbfnGTaGCgwFW7umS,78
Denmark,3zesxb7sOGbeSwUrzLUP0f,148
Netherlands,3Ol2xnObFdKV9pmRD2t9x8,66
United Kingdom,67HFbeyAkneVBBwMVk84y7,179
Indonesia,0B8B8cVRFIG1yznoQe7c9s,32
Switzerland,7fBv7CLKzipRk6EC6TWHOB,90
Ukraine,32aC1SzyJ37HYznYYyOWZn,100
Netherlands,4YBEtbyOU356ZYQAvJjTsD,69
Spain,5BhSZWrUa5xkZ2K7Ze5fVT,9
Peru,4oO8HV1rGgXIGklt8HYjJR,84
Belgium,2gmTz7pHMqAk6fpOc88qxA,128
Austria,2aOPvzjpMwikBgngKcxsA9,145
Austria,6YH4GanBHEi4oRsqvKFMwv,95
Estonia,3uCth4TIWyeQDnj3YbAVQB,47
Switzerland,5KEflplHug7bW1DCa9XJ0f,31
Guatemala,1DnpjwTbSwV2V6O4PABMjW,115
Italy,72guLWkZnVyJorzfbPwIQM,75
Greece,5TueXI8JVK0J81hVsXNMIE,2
Ireland,5UJshy5HDHdNEVqlJwzsQB,190
Lithuania,7yBbV2k2S2uhaQc24NF2xt,39
Lithuania,328z73nJZzR2AawNiy125E,33
Malaysia,0KDCkxCsEBoSWj5fsyuvWq,20
Czech Republic,1OPL0dcjl5oNLJjUEn8wtZ,133
Romania,1leK8yhFrHCLXnRvBeQcyy,175
Ecuador,7qEHsqek33rTcFNT9PFqLf,74
Slovakia,4Tz96gYmQon9J4qKtpQGa9,38
Slovakia,39Yp9wwQiSRIDOvrVg7mbk,1
Indonesia,7wBrglFVTNCcW6IhdgBkm1,123
Netherlands,1w6XPlXGPE9pBaB3L7xIXC,198
India,21orTRQi6rAmtUZqhIHgRQ,75
Honduras,46lvmzK8wxAy66tjzXXSh0,9
Sweden,1kBbgxAUc4HQv7cgIayIDH,3
United Kingdom,0S8DTkU0iMopIw1Uq1nQ49,31
Poland,1vKQlvWphSxRGEFz9u4S8n,191
Canada,2VIMXmWUIqhMqg6h5FOFPG,159
Hungary,0TlLq3lA83rQOYtrqBqSct,46
Mexico,4Uy3kNxW2kB8AEoXljEcth,166
El Salvador,7FIWs0pqAYbP91WWM0vlTQ,104
Bolivia,4lRwa7PKcGIuJMwtPIYKdy,111
Germany,1vFyDcJ4OWjKj72HDcj0km,86
Japan,3hMIcOHAoWah28OYeRzw7N,62
India,41L3O37CECZt3N7ziG2z7l,2
Brazil,29dRTbLTxRaSl63DIzbjvl,4
Thailand,3RauEVgRgj1IuWdJ9fDs70,21
France,2yvMqaDNXeF6ayzu0Ibhfq,126
Estonia,56JwgcQcxo08w7YXrBzrA5,25
Switzerland,1YNQscOx6OqBQjxgJVhEeW,68
Japan,5RqR4ZCCKJDcBLIn4sih9l,162
Indonesia,0nXXgjpcisM0bheuDZHAub,120
Iceland,0e7ipj03S05BNilyu5bRzt,13
Sweden,4YhQ3dPEnKTOxPGJckq0Fu,80
Australia,4zm8xZiV5FxJu62EHEvZaT,120
Germany,1uJ7IQJdeAvmUDpIyZb0be,1
Chile,64XjyzNIHyc86PelZLwwvn,149
Latvia,7mEDVrAHDnQJStDo8jKJJm,3
Hungary,28g8XJdOrIjm9WXenk60et,31
Global,2xbI8Vmyv3TkpTdywpPyNw,167
Slovakia,6Ww0J5EFjiPxkgZpEkRQVN,84
Germany,2e80oXZM1ePJAj1xCuounQ,175
Belgium,4LaGu95Ui2s4vprSQYWUAZ,56
Peru,5zaIVQv1oPnTa86BUmmbjz,177
Spain,1e4LgKLpxosK5OIsNNKigr,117
Chile,3gsMgG06G0igLNVVe1RDak,97
Belgium,4gMgiXfqyzZLMhsksGmbQV,186
France,2GByM82VgSrwywP6MVZmsm,122
Israel,20BOju91NaEFK5Py4VJ2pp,122
Philippines,2B7oyUTr2pCsUqPy4bgiYB,91
Slovakia,1eGVfsZAHMOlplxqW5agKf,42
Indonesia,1YhC9zXqhm1zsFpcf7vTPN,55
United States,22vgEDb5hykfaTwLuskFGD,10
Switzerland,5YeHLHDdQ4nKHk81XFWhCU,125
New Zealand,14sOS5L36385FJ3OL8hew4,65
Czech Republic,0TKXKNVTOyRfwQE4IiWOf2,17
Guatemala,3qnoOm4fwZPBS116f5hpgF,151
Denmark,6bpq1jGkVz66Q3LYeoXdjZ,41
Greece,1r9xUipOqoNwggBpENDsvJ,26
United States,7HuaFNJNNgLmk1WTSigmhi,139
Switzerland,3axf24Va6v6MrdoTr7l8Te,107
Viet Nam,64arm9XrRNQdYcbPadZAAb,137
Czech Republic,0dyiHoYbYjYaOEXLpmzQZG,66
Hong Kong,4svZDCRz4cJoneBpjpx8DJ,138
United Kingdom,1vi9adPJiD4d22ybGp25hy,77
Sweden,2wix6eyFUg8wdcuC8pT4yG,64
Chile,0JiVRyTJcJnmlwCZ854K4p,127
Latvia,7e1VoRlNumuEkXlITMHKLE,144
Australia,2GPTiPR5db727wu1tFvFt4,22
Ireland,4VtRHZ4tBDHaWltVAytlLY,62
Australia,17Yq72h0p15OhCbZ5lJ5gd,146
Italy,1NDxZ7cFAo481dtYWdrUnR,25
Saudi Arabia,5JKnYZOhSP7rOK0jPYcCjV,148
Ukraine,03bL5lgXi0QEahNQMWcEUb,56
United States,0syVTyo71ordJjSd8cuElB,31
Dominican Republic,6MEBxXI2n3FzPHrGRYFdL8,26
Canada,1GkHyypTFkUf0QQKwYoXH4,16
New Zealand,7hDc8b7IXETo14hHIHdnhd,2
El Salvador,62vDrkBEyJYEOFj1ScBqM7,171
Netherlands,7oolFzHipTMg2nL7shhdz2,12
Japan,4vIKzWqtn44umal5jXq4wE,182
France,2is47XpFw2fqolkRQOJzjd,190
Iceland,1wWRtPIKD7ZNvtsrzLyTev,78
Singapore,5uKF2xt6rVWjgBOS7uUpif,145
Lithuania,7nz7N7kYxYAir3mh02OBIv,65
Poland,3xUWFANXoEtTjbUegTyRxn,64
Brazil,5LYQSNHZxEA880URXFHg6h,34
United Kingdom,219nY3WjD9ZxpwquMQuksi,50
Czech Republic,6xtcFXSo8H9BZN637BMVKS,11
Sweden,6ZP4CBl5Klcmm9WCidXkr8,181
Canada,3fx31TjnwvwZIyAGHhOhA1,134
Malaysia,4jFn0qYaT7D4MM48xRArUu,102
Honduras,0mvocLIWUnT10znvIXwHGr,110
Norway,2XSO13Gyndo7MDdtYibIxO,69
United Arab Emirates,10IfXtjKQmOiON7tNAHv0y,30
Ecuador,4QYQgJhBryglC2hEpVGrZU,196
Costa Rica,0iWxrdjwEGOrTC9AszgAJk,140
Spain,6t2ubAB4iSYOuIpRAOGd4t,150
Canada,3TNSVsiFngfe68UJpMq1oS,86
Netherlands,6i8MvvlfwhbxCFSUK0WyeN,62
Latvia,5HCXMBxZIVaVLXpyoqPM3g,57
Hong Kong,161DnLWsx1i3u1JT05lzqU,113
Greece,4HK9hItpX8Rx27pD1eWnkl,118
Malaysia,4dASQiO1Eoo3RJvt74FtXB,163
Ireland,1t9WgS8FN0534tLBRwbaxO,26
Australia,2nYwV62UABTH0NanrwVIdQ,170
South Africa,2txofPPP3lkiNLTUUHeJHS,128
Romania,6kp0inxIexxSiDJfWqq0ZL,35
Singapore,5T6bJp3XgwT0IaCfKMxmAu,123
Iceland,759ndr57jb0URg4j9YSWml,16
Switzerland,1uhPCuhxeC9wEYl7smMByK,118
Sweden,66W1rVTnEv86dIkFhoiElg,48
Bolivia,0Ryd8975WihbObpp5cPW1t,52
Uruguay,0XYZhJIcwKNjd0tjbSXwaQ,12
Japan,3PK5ERLCyMuQ5Cb89GbZVL,13
Viet Nam,4cz6qkluxG6mdp7vsTHtqm,26
United Kingdom,1zB4vmk8tFRmM9UULNzbLB,119
Austria,4oOBtATAjvsYILeALltgZw,50
Hong Kong,3U764c5XbUqjr408oTrjfy,156
Viet Nam,6juLaduD4STCUDWT0AYun4,26
Italy,1rsAFUCa6BVMgRQ3FCQQsi,128
Denmark,0tgVpDi06FyKpA1z0VMD4v,3
Finland,2aAUB61kjkxtntQ0CkmQyx,92
Austria,31M6uFzb0yY2TjqfyuLU89,9
United States,0fg8CqpjdojMyXLNzM2PaJ,23
Ecuador,4tPL9PeVZY4c0jUPtSD5nx,61
Taiwan,6de7GeO6hrVh4ASjadqXP8,113
Switzerland,43ic0un1f9Nak0ZCQgvKjY,116
Portugal,1wC93sZRGcTgKLN2UWRSwW,137
United Kingdom,0yoXHeL4gJg0DNheK4xqJB,57
Norway,33z5crv3IO5U2BOi8xod92,94
Sweden,6potEImiklXkwD9qFzpu15,139
Egypt,6kWxIqQDsKFYCJGbU4AjCX,7
Switzerland,3py8BuCDOeKH1cHf8pSU5D,167
Guatemala,0hwEhPxCBLKiqeBMZavGAv,149
Ireland,3ebXMykcMXOcLeJ9xZ17XH,10
Turkey,1jevnXMZgQ8GMI7W7jXCRh,64
Poland,5vBh9ciCw8iWRvUyOKcoDs,48
Norway,0Qh38w01QRXK6KHIv0e3hb,22
Norway,2XByuxaiNItlTFEaGDRqcs,70
Japan,51rXHuKN8Loc4sUlKPODgH,114
Paraguay,6aHCXTCkPiB4zgXKpB7BHS,165
Austria,0mel2N9Ws9r4yLQn5QE21Y,11
Global,4L0Iwsk1s8cbdBcEgdm8K5,148
Panama,5OCJzvD7sykQEKHH7qAC3C,40
Switzerland,7vGuf3Y35N4wmASOKLUVVU,7
Global,7BIy3EGQhg98CsRdKYHnJC,32
Hungary,0AGAlxajK7xQN19o1eplzS,87
Greece,1LRCdHFCWJ8S1yi7VPJUU4,20
Thailand,6qNALlmZa1ESnCxJmXE1K9,38
Japan,1YqVJ2YSgwxWpfuENocF2t,120
Canada,0OVhQZkNe7lh0fQeH96EFW,70
Spain,1YlHuvmZCFIlt0O1JlReCb,163
Hungary,5AIPlgqK5oZAVb39qBtnnM,67
France,1rTqrw4djb392jhfELKSl3,2
Nicaragua,3QyRP8myRDmyNOAF91NxHv,131
Finland,7xN95tjiQ4fioiSJ9L0hm7,15
Belgium,2W1Aq2c6PUSHBC0golgHLK,116
Finland,1VLtjHwRWOVJiE5Py7JxoQ,123
Czech Republic,47YK9mBRXyPF0EFk3KDXrA,60
Singapore,4T3fNx3CgwDRRYgmFCbD4J,4
United States,78rJ1sCb3Rj27CLxjzL8xU,112
Dominican Republic,0ECs7wpW9157Tk5yBUGbE0,150
Viet Nam,4EBMxcPgPg4UzWOWPbSHg3,105
Japan,7nimCdASI4W4j5C4zqvKO5,73
Japan,3uvKKlXOY3jEcFiUXIClMR,39
Chile,7N3PAbqfTjSEU1edb2tY8j,200
United Kingdom,4HDCLYli2SUdkq9OjmvhSD,8
Colombia,6De0lHrwBfPfrhorm9q1Xl,1
Belgium,5G7JxM9g1Sxr892IwTIGSh,73
Canada,5Db9VIdDsN5yu3Eu7CT0i4,55
Romania,0zCgWGmDF0aih5qexATyBn,82
Global,6ylDpki1VpIsc525KC1ojF,42
Lithuania,7LowTehVwOlj95Cpi9Uqql,89
Finland,79zJ2fs1O6SeZx0KZN1v77,55
Denmark,7JuFXDoItaMmAkLP2f9KSw,34
Czech Republic,6eEYGGFfFbtKHCgJM4uh9v,190
United States,4WkYfVna9LPWvP1ieMuLQC,118
Belgium,5pExYGuOzLUWnw3M3hnZRU,124
New Zealand,2pn8dNVSpYnAtlKFC8Q0DJ,59
Germany,1xBQDoxqFyloelbnfju8na,159
Turkey,6YwucF7ZUZubzJarv8lm6m,43
Panama,4Biop1OnRXnezWWm0NlFQC,158
Iceland,7ge7BHazYbVKi8qyZUX1Bm,98
Canada,5iwz1NiezX7WWjnCgY5TH4,127
Bolivia,2OWlM0rndaLjgtiLCHDIRM,113
Canada,0tIHHwV2eL10rpQ1fiyDjz,122
Belgium,60Z57Wdrn0pEVpHI7d7GAX,45
New Zealand,7eQj6r5PIdYKEIZjucBMcq,42
South Africa,6Juv5N0dNU1imms9c9u1dA,78
Czech Republic,5ELRkzdzz0HvGpMDlfZHkV,19
Singapore,2Oycxb8QbPkpHTo8ZrmG0B,20
United Kingdom,1BMiiLHQUmQ23hzsdBmOHn,174
Japan,35UIXefpdE3Q6HXH4jM2nG,100
Colombia,3k2pw4IRZXUS5W64yd7uVX,103
Thailand,1pfgsjmxVZhoZpeDx6POKv,84
Honduras,7lEhOiFtcLXY4P7cuTKuQ8,28
Malaysia,6NbfFVZ01Ttvvqmcok8DxL,132
Hong Kong,0y6kdSRCVQhSsHSpWvTUm7,146
Romania,3Vi5XqYrmQgOYBajMWSvCi,6
Romania,5fbHRCsGpFIOLRtlhCRFDR,18
Australia,0gD6lWJhbXHWNVwQziSVvl,51
Czech Republic,5c4tB0saSkNHX5CyDosuF7,57
Brazil,4y5bvROuBDPr5fuwXbIBZR,89
Slovakia,7LzouaWGFCy4tkXDOOnEyM,14
United States,35Xf2ABjPzUXKz19akd7Jj,94
Colombia,7Ijs2xYvlOdn5zDG1YekaT,65
Dominican Republic,2K87XMYnUMqLcX3zvtAF4G,128
Viet Nam,7CZRguMolNqIobnXxpV735,91
Belgium,1zB4vmk8tFRmM9UULNzbLB,66
Iceland,4r4KgCiEWMdg93W8hzwExT,117
Finland,2plLJpUcYPFrl1sW2pMG63,11
United Arab Emirates,0ada5XsQGLPUVbmTCkAP49,83
Viet Nam,1TgroQMDYrNxzukbylyqeO,106
Switzerland,4WEMaxBdwazXxfdDSwVx6Z,22
Bulgaria,7wBJfHzpfI3032CSD7CE2m,1
United States,7Feaw9WAEREY0DUOSXJLOM,27
Belgium,3RXkboS74UYzN14xTqzPyY,2
Latvia,1Ov37jtRQ2YNAe8HzfczkL,76
France,5UpXJ75CXod4PCoBQP6MAP,145
Argentina,7lthOBXNue2IvedLRfkod8,50
Turkey,6bBnnrknLbDoOCUdKMkmnq,1
Norway,7hCcLbNDCVPNqAwuoutJ31,168
Netherlands,1cImYkHOQMFE7AZC9aOk4y,51
Sweden,6GJS8UQTS1UGwKXlpbmpzC,62
Iceland,5GkQIP5mWPi4KZLLXeuFTT,25
Thailand,1vbbQJy9meEiYDUq9g5gor,7
Nicaragua,3quZB0cMxJCL0ptyNtLufW,159
Sweden,1iWHabUgUuuKLBa0TzTHfk,108
Canada,6kp0inxIexxSiDJfWqq0ZL,23
Canada,5VYRZ0PFFpHX8Hp0turWxI,199
Slovakia,1HH9nyg8u3Eu92e9KMbmL0,56
India,3WlbeuhfRSqU7ylK2Ui5U7,59
United Arab Emirates,3yNZ5r3LKfdmjoS3gkhUCT,8
Ireland,41zXlQxzTi6cGAjpOXyLYH,69
Greece,5sK3o66yupTNIK6gWgzGjf,59
Spain,2mfUa8bLs2s5N4VaqJZ4lZ,90
Argentina,1diS6nkxMQc3wwC4G1j0bh,84
Estonia,70Y8JffIerLj3PJ0U09aIf,62
Norway,2VoJe7vkKkigs7C3CGnSXL,109
Mexico,7aHkSmt0l7xTgCaAYvSZ9L,115
Paraguay,2webQDZmtGioeu3zUUi9We,30
Greece,0qc4QlcCxVTGyShurEv1UU,67
Indonesia,5WEqjIUHkwZ5h3DSE7F9bM,128
Netherlands,24b45tXmwNfmoYMtTXlw0I,134
Sweden,4WONLwwoPAgAvVGeU5mo8I,55
Greece,066QkK1heGoXBUPBbcOhEG,108
Sweden,1Q1oGJBjncrFjeLxu5Dyd3,38
South Africa,3eydp9rHJAskzOevEBK267,133
Chile,4NKlBVk3pAFHP57O9kKcRh,185
Canada,0YammaEkYSeo9vQYZ1OwS6,71
Greece,2SqLCiXVl3JQ3sQjCTJ9pr,74
Romania,2fa1x0blHkEx8nKpSsqqmP,24
Spain,0oaY19dUwZimIgzn3ZZLZO,189
Israel,3QmolSZqjjLksTUvZJ6pPS,116
Latvia,5E30LdtzQTGqRvNd7l6kG5,17
Norway,0IiWe6NRNBB7QbrCcgUCZX,15
Uruguay,23R68uWGdp07SwQdK8mWzI,6
United States,4Im6GRj17qa7NW76OsJh1s,75
Thailand,0daxn4ZBkfgJdCKqRmiDcT,57
Chile,7inXu0Eaeg02VsM8kHNvzM,79
Thailand,498gflahZ3mxYEVuO7nvb9,128
Finland,6FOxF6D1HpoA8bDTV9Vsh2,146
Brazil,2Ny6TS3vPVwx5PlJXXkLUW,193
Italy,2Du09hJBFkE49xA4JqWvXS,30
Belgium,2H6dHxAxGq5oQ9EiinNpXT,144
Turkey,1jm9Q0uNN8NgRZZXuxVNZ0,73
Lithuania,3E6Ydoy1H8ePoigc10Mgsa,45
Brazil,67fTDdGkHk1G5IZokS4uML,71
Switzerland,76t82Vy2HQw5PO6J4sPgvj,152
Ukraine,3mcw4dkjfzj5B4Ago9NSmN,1
Slovakia,1InCpEliLCkWHOBdXW7XSx,28
Costa Rica,5W9oqM9MkYU0DVBic748ZJ,169
Peru,4QfZYDhGZc0T2RDvGiI69E,32
Egypt,7bcy34fBT2ap1L4bfPsl9q,86
Colombia,2eoR1IW9sS4saeRPlXlxW9,145
Denmark,4L2K7JKseFCBoHMZEAszW0,132
Panama,1kK6DwzyXJSp58u5HYWwuD,192
New Zealand,7EulRO07ZgchxqKUHb8Pvc,26
Finland,219H4j4Ao4lmTWSO0DJUOp,104
Belgium,6A8B1kJ9ZNHbl2uFPN6Wtm,8
Costa Rica,4uGY9CqDtGtaTTLg1cgsWD,132
Belgium,76S09sHj7GGMJAtOLjmVQ2,98
Ireland,15JINEqzVMv3SvJTAXAKED,162
Latvia,6Dh32tS5znKbryJdHXSRrC,27
Sweden,5OfLZ20a8Dx1x5fBQriO5b,17
Netherlands,5joiME4fAdb6FqrsXOs3u9,66
Honduras,2IKJtXeR5UsaUjZB46fTOK,112
Belgium,6MvFgusfg48E1ROjsRIwJi,184
Sweden,2kwQaT8FSZFmQwO6Q8pfW0,186
Canada,5HnXcJJbNXQQ7tRlQ9VN1v,200
Peru,11TPdeZCNYCFU4Nwq56bYj,176
Chile,1bIiK4pj2SfQxJAMcASNfW,71
United Arab Emirates,09mEdoA6zrmBPgTEN5qXmN,153
Chile,4HHIVS7mHAXqXVebo3k5Um,133
Switzerland,3xjrQ6W7cw2Sirah2HnpGR,199
France,647sOUgBxsJW8Qzla0uPxn,169
Canada,2Uiv8YvD3q63FGTUjkYvxT,48
Latvia,7AFASza1mXqntmGtbxXprO,4
Norway,0ToVWEmfWEb0vxGCucbMKb,175
Hong Kong,4l7mCyMRAgrda1E54P8WIn,192
Netherlands,2rNkCqrHY0Q4XqvvxapZt9,194
United Kingdom,0ezwvY7TkCwDEkKR49084k,58
Poland,2UbVnbE5FH6008mAm6Mmgw,51
Malaysia,6g4ZuCOfJyY48vCaxA4yRu,27
Norway,3ZFTkvIE7kyPt6Nu3PEa7V,129
Argentina,3wcTpbJfzaQ3MHt22ZJgqm,45
Malaysia,0OwX5aROoW1Iip8FV51Efg,191
Morocco,6KonFC5VD71QMgXJ1MEMPm,33
Viet Nam,34lUr8VRDgMcYjiVJTkgCI,34
South Africa,073ILU1C3APNRGF66VhtyA,38
Romania,45bE4HXI0AwGZXfZtMp8JR,5
Colombia,2QbFClFyhMMtiurUjuQlAe,162
United States,3nS9a01VvXHQriLqJYwRqG,10
Romania,6BeHf4DZtleoOmThCgJUjQ,45
Argentina,0sci7ppTZFm4mjcH3nu8yO,77
Portugal,6xcJyGpfZbuuiequtnlKt4,27
Taiwan,3xRcQ04b0l5RiU2w7lJhCD,85
Belgium,5UEvfBx5yQ14HALjI8jk3t,111
Switzerland,1bhUWB0zJMIKr9yVPrkEuI,3
Finland,1pZ6CzpqLHK3Q6ug0sfd6M,52
Dominican Republic,5lkpeJwmQKgY3bX2zChjxX,100
Saudi Arabia,0hQNbQKW2dDATH1ngj4TI6,104
Iceland,3WR3mQ8SDjJgxbdOFrqfca,1
Costa Rica,4NmE2ytXI8S2svTRSmEdpO,122
Greece,2oVoSgGAlog02WQ2pLCxcT,143
Finland,0aiMtzhPSeH98fW4Mfc7Ro,167
Austria,3erQbQoTqk5pj62Fs1Eoo9,145
Netherlands,068UL1cKZ7h7JPdJvBR5uv,75
"Korea, Republic of",61S79KIVA4I9FXbnsylEHT,20
Finland,4HEOgBHRCExyYVeTyrXsnL,107
Portugal,1PfUKiMDKIlPEF9FfdJawc,84
Bulgaria,343YBumqHu19cGoGARUTsd,9
Germany,5MIqytehFV7QAX4BUcRSgG,111
United Kingdom,3WnTQDd9A3bpBfzCziElU9,109
France,57crda5Lx9OVaYCzb4Wrnd,174
Taiwan,1kpQ2Gtry1UABK2r2GpAQs,166
Thailand,15zvOBuL1QbkL7bvudg2p5,7
Sweden,0tS0QcV7V4vxoq2jUXMRI1,76
Poland,4szTL0DIPSWLWHkJdv3Ere,129
Paraguay,2xt2piJx6jlFkjS77YiqpL,84
Hungary,7FEwp8BavoEVE3AnxJDchc,40
Iceland,273QnyCvJB65rScHJ1nPZb,74
Austria,3hLflN1PldKrGtmT46Ub6O,2
Norway,2ZrHbO88rM6Ijeg0aJmSzl,128
Iceland,2rozzUGTRWqhTa2NzJAl8I,64
United Kingdom,21slhimb1blAmvpjq0l8rh,38
Honduras,2Z1HknKRrvUv5cheidF8Ag,187
Sweden,4S6fv0puLCsfYjyBTPDb9k,143
Sweden,7v3MkCal9v1Bw0N31X33qA,173
Spain,0B8yu7yLe1UsXv6gewHRv2,135
